,name,text_clean,Category_New,x,y
176,Notice of Auction 1/2018 (fifth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante northeast block at least brl midwest block at least brl southeast block at least brl,A,15.231337,13.202443
177,Notice of Auction 1/2018 (fifth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante northeast block at least brl midwest block at least brl southeast block at least brl,A,15.256389,13.185019
178,Notice of Auction 1/2018 (fifth round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,15.032423,4.852949
179,Notice of Auction 1/2018 (fifth round of airport concession),bidder must submit a statement issu by a financi institut on the econom viabil of the offer,A,15.025942,4.8576727
180,Notice of Auction 1/2018 (fifth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,15.535753,10.565533
181,Notice of Auction 1/2018 (fifth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,15.5479145,10.611622
182,Notice of Auction 1/2018 (fifth round of airport concession),the bidder or one member of a consortium must prove a 5-year experi a airport oper have handl at least i million passeng at least year in the last year northeast block or ii million passeng at least year in the last year midwest and southeast block the airport oper must hold at least stake in the consortium,A,10.860131,13.7661915
183,Notice of Auction 1/2018 (fifth round of airport concession),the sharehold of the concessionair must not particip either directli or indirectli in the vote capit of airlin except in a stake lower than and without particip in corpor govern,A,12.451463,13.436353
184,Notice of Auction 1/2018 (fifth round of airport concession),after the first five year of the concess the particip of the concessionair ’ s sharehold in the vote capit of airlin will be subject to prior approv by anac,A,11.154882,13.842954
185,Notice of Auction 1/2018 (fifth round of airport concession),minimum capit requir northeast block initi fee brl 546.00 midwest block initi fee brl 596.00 southeast block initi fee brl 885.00,A,15.636864,12.333826
186,Notice of Auction 1/2018 (fifth round of airport concession),minimum capit requir northeast block initi fee brl 546.00 midwest block initi fee brl 596.00 southeast block initi fee brl 885.00,A,15.638161,12.3357315
187,Notice of Auction 1/2018 (fifth round of airport concession),the win group must have a perform guarante northeast block brl midwest block brl southeast block brl,A,15.494192,12.961562
188,Notice of Auction 1/2018 (fifth round of airport concession),the win group must have a perform guarante northeast block brl midwest block brl southeast block brl,A,15.497158,12.937806
189,Concession Contract 001/ANAC/2019 - Northeast Block,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,11.0947485,12.472633
190,Concession Contract 001/ANAC/2019 - Northeast Block,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,11.074384,12.506697
191,Concession Contract 001/ANAC/2019 - Northeast Block,"the concessionair must pay the concess fee to the feder govern branch i an initi fee must be paid at the time of sign the contract concern of the minimum price the bidder 's premium and ii a variabl fee must be paid annual from the 5th year of the contract correspond to a percentag of the concessionair 's annual gross revenu thi percentag increas annual up to 8,16",A,-5.0352335,5.0846515
192,Concession Contract 001/ANAC/2019 - Northeast Block,"the concessionair must pay the concess fee to the feder govern branch i an initi fee must be paid at the time of sign the contract concern of the minimum price the bidder 's premium and ii a variabl fee must be paid annual from the 5th year of the contract correspond to a percentag of the concessionair 's annual gross revenu thi percentag increas annual up to 8,16",A,-5.0419383,5.077952
193,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair must publish a report with inform on the concess especi statist data on aircraft passeng and cargo traffic the amount collect with airport tariff a well a the amount owe to the feder govern,C,10.55745,8.977593
194,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ gener non-tariff revenu at the airport,A,19.846558,15.446655
195,Concession Contract 001/ANAC/2019 - Northeast Block,minimum capit requir northeast block brl 032.97 until the most import invest are conclud brl 454.38 after the most import invest are conclud,A,15.332505,12.166212
196,Concession Contract 001/ANAC/2019 - Northeast Block,minimum capit requir northeast block brl 032.97 until the most import invest are conclud brl 454.38 after the most import invest are conclud,A,15.339391,12.170672
197,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,14.2621765,15.846805
198,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,14.314892,15.905211
199,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair is free to set the tariff board connect land and park tariff if in accord to the revenue-cap when applic howev it must follow the best practic of price airport servic such a those from icao iata and aci and base on object and non-discriminatori criterion in case of tariff increas stakehold must be consult in advanc by the conecessionair anac may suspend tariff chang if the concessionair doe not meet these requir there are current four differ regim for econom regul of airport tariff in brazil i price-cap regul first three round ii price-cap regul with possibl of tariff manag fourth round iii price-revenu regul fifth and sixth round and infraero for larg and mid-siz airport and schedul and non-schedul air servic except for air taxi and iv light-hand regul fifth and sixth round and infraero for small airport and air taxi and gener aviat each of these approach allow more or le flexibl to the airport oper,B,8.377853,4.958967
200,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair is free to set the tariff board connect land and park tariff if in accord to the revenue-cap when applic howev it must follow the best practic of price airport servic such a those from icao iata and aci and base on object and non-discriminatori criterion in case of tariff increas stakehold must be consult in advanc by the conecessionair anac may suspend tariff chang if the concessionair doe not meet these requir there are current four differ regim for econom regul of airport tariff in brazil i price-cap regul first three round ii price-cap regul with possibl of tariff manag fourth round iii price-revenu regul fifth and sixth round and infraero for larg and mid-siz airport and schedul and non-schedul air servic except for air taxi and iv light-hand regul fifth and sixth round and infraero for small airport and air taxi and gener aviat each of these approach allow more or le flexibl to the airport oper,B,8.396919,4.9780035
201,Concession Contract 001/ANAC/2019 - Northeast Block,onli an event that caus an impact greater than of the averag annual gross revenu of the concessionair over the three preced year can allow a compens through an extraordinari review procedur,A,10.948425,12.939098
202,Concession Contract 001/ANAC/2019 - Northeast Block,the transfer of share of the technic oper reduc it stake to le than is subject to approv by anac the technic oper is respons for fulfil the technic requir at the auction experi a airport oper,A,14.617939,8.378347
203,Concession Contract 001/ANAC/2019 - Northeast Block,merger acquisit de-merg or reduct of capit of the concessionair is subject to approv by anac and cade if applic,A,16.308706,9.125849
204,Concession Contract 001/ANAC/2019 - Northeast Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not the transfer of share of the technic oper reduc it stake to le than is forbidden,A,7.154585,4.264006
205,Concession Contract 001/ANAC/2019 - Northeast Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not the transfer of share of the technic oper reduc it stake to le than is forbidden,A,7.1486864,4.261093
206,Concession Contract 001/ANAC/2019 - Northeast Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not the transfer of share of the technic oper reduc it stake to le than is forbidden,A,7.155758,4.264955
207,Concession Contract 001/ANAC/2019 - Northeast Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.17502,13.824343
208,Concession Contract 001/ANAC/2019 - Northeast Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.172968,13.825738
209,Concession Contract 001/ANAC/2019 - Northeast Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.179005,13.826407
210,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,6.8581586,10.637387
211,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,6.8487306,10.655566
212,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,19.374338,6.6863956
213,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,19.372675,6.688355
214,Concession Contract 001/ANAC/2019 - Northeast Block,anac may dictat the revis of the agreement between the airport oper and the other parti if thi is potenti harm to passeng or if ani relev stakehold wa not consult,B,12.338611,8.646718
215,Concession Contract 001/ANAC/2019 - Northeast Block,if the price of lea of airport oper area is not set on object and non-discriminatori criterion anac may regul price through price-cap revenue-cap or other method after a public consult,B,8.697241,5.2433157
216,Concession Contract 001/ANAC/2019 - Northeast Block,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,8.445379,28.53605
217,Concession Contract 001/ANAC/2019 - Northeast Block,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,8.462309,28.53192
218,Concession Contract 001/ANAC/2019 - Northeast Block,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,8.482117,28.511932
219,Concession Contract 001/ANAC/2019 - Northeast Block,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,8.485497,28.49586
220,Concession Contract 001/ANAC/2019 - Northeast Block,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,11.87267,5.0565414
221,Concession Contract 001/ANAC/2019 - Northeast Block,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,11.859716,5.0430546
222,Concession Contract 001/ANAC/2019 - Northeast Block,in order to promot competit anac may determin that the concessionair restrict compani oper aviat fuel pipelin and hydrant to provid distribut and resal of aviat fuel at the airport,A,12.791967,6.3677387
223,Concession Contract 001/ANAC/2019 - Northeast Block,the concessionair must submit to anac the contract involv construct and/or oper of fuel pipelin and hydrant prior to their signatur for analysi and the adopt of appropri measur if ani,A,12.704251,6.3200173
224,Concession Contract 001/ANAC/2019 - Northeast Block,annual the concessionair must consult with user on relev inform of the airport oper such a demand project aircraft passeng and cargo revenu project tariff and non-tariff revenu tariff price oper cost and invest impact user in addit to the annual consult the concessionair must consult with user concern invest project propos of price of lea of airport area and tariff chang,B,10.968189,11.583282
225,Notice of Auction 1/2020 (sixth round of airport concession),foreign document must be authent by the brazilian consular offic or may be apostil if the foreign countri is parti to the apostil convent and translat by a certifi translat,A,13.955612,8.996165
226,Notice of Auction 1/2020 (sixth round of airport concession),foreign compani if not part of a consortium must have a legal repres resid and domicil in brazil whose power is deleg by proxi,A,15.501444,10.3189125
227,Notice of Auction 1/2020 (sixth round of airport concession),airlin and their relat compani can not particip in the auction except in a consortium with a maximum stake of and without particip in corpor govern,A,12.428905,13.457688
228,Notice of Auction 1/2020 (sixth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante south block at least brl central block at least brl northern block at least brl,A,15.231379,13.197219
229,Notice of Auction 1/2020 (sixth round of airport concession),bidder must submit a bid bond in the form of a cash bond public-debt secur insur or bank guarante south block at least brl central block at least brl northern block at least brl,A,15.240283,13.201603
230,Notice of Auction 1/2020 (sixth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,15.553679,10.586384
231,Notice of Auction 1/2020 (sixth round of airport concession),foreign compani when oper in brazil must submit the authoris for oper in the countri if an authoris is requir for the respect activ,A,15.5735035,10.610599
232,Notice of Auction 1/2020 (sixth round of airport concession),the bidder or one member of a consortium must prove a 5-year experi a airport oper have handl at least i million passeng south block or ii million passeng central and north block the airport oper must hold at least stake in the consortium,A,10.875975,13.787722
233,Notice of Auction 1/2020 (sixth round of airport concession),the sharehold of the concessionair must not particip either directli or indirectli in the vote capit of airlin except in a stake lower than and without particip in corpor govern,A,12.423353,13.432063
234,Notice of Auction 1/2020 (sixth round of airport concession),after the first five year of the concess the particip of the concessionair ’ s sharehold in the vote capit of airlin will be subject to prior approv by anac,A,11.182791,13.821236
235,Notice of Auction 1/2020 (sixth round of airport concession),minimum capit requir south block initi fee brl 590.26 central block initi fee brl 538.89 northern block initi fee brl 036.51,A,15.57256,12.372788
236,Notice of Auction 1/2020 (sixth round of airport concession),minimum capit requir south block initi fee brl 590.26 central block initi fee brl 538.89 northern block initi fee brl 036.51,A,15.559753,12.360479
237,Notice of Auction 1/2020 (sixth round of airport concession),the win group must have a perform guarante south block brl central block brl northern block brl,A,15.498576,12.932863
238,Notice of Auction 1/2020 (sixth round of airport concession),the win group must have a perform guarante south block brl central block brl northern block brl,A,15.485854,12.953531
239,Concession Contract 002/ANAC/2021-Sul - South Block,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,11.043188,12.402564
240,Concession Contract 002/ANAC/2021-Sul - South Block,the term of the concess is year extend for up to year if it is necessari to restor the econom balanc of the contract,A,11.076933,12.429922
241,Concession Contract 002/ANAC/2021-Sul - South Block,"the concessionair must pay the concess fee to the feder govern branch i an initi fee concern of the minimum price the bidder 's premium must be paid up to day after sign the contract and ii a variabl fee must be paid annual from the 5th year of the contract correspond to a percentag of the concessionair 's annual gross revenu thi percentag increas annual up to 4,65",A,-5.0430875,5.0770235
242,Concession Contract 002/ANAC/2021-Sul - South Block,"the concessionair must pay the concess fee to the feder govern branch i an initi fee concern of the minimum price the bidder 's premium must be paid up to day after sign the contract and ii a variabl fee must be paid annual from the 5th year of the contract correspond to a percentag of the concessionair 's annual gross revenu thi percentag increas annual up to 4,65",A,-5.036085,5.0840006
243,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair must publish a report with inform on the concess especi statist data on aircraft passeng and cargo traffic the amount collect with airport tariff a well a the amount owe to the feder govern,C,10.541113,8.963561
244,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ at the airport i.e . activ that may gener non-tariff revenu,A,19.846193,15.446319
245,Concession Contract 002/ANAC/2021-Sul - South Block,minimum capit requir south block brl 590.26 until the most import invest are conclud brl 086.54 after the most import invest are conclud,A,15.343511,12.154097
246,Concession Contract 002/ANAC/2021-Sul - South Block,minimum capit requir south block brl 590.26 until the most import invest are conclud brl 086.54 after the most import invest are conclud,A,15.335404,12.147932
247,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,14.297213,15.880347
248,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair is requir to maintain a perform guarante in the form of a cash bond public-debt secur insur or bank guarante,A,14.281837,15.862587
249,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair is free to set the tariff board connect land and park tariff if in accord to the revenue-cap when applic howev it must follow the best practic of price airport servic such a those from icao iata and aci and base on object and non-discriminatori criterion in case of tariff increas stakehold must be consult in advanc by the concessionair anac may suspend tariff chang if the concessionair doe not meet these requir,B,8.4192295,4.990852
250,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair is free to set the tariff board connect land and park tariff if in accord to the revenue-cap when applic howev it must follow the best practic of price airport servic such a those from icao iata and aci and base on object and non-discriminatori criterion in case of tariff increas stakehold must be consult in advanc by the concessionair anac may suspend tariff chang if the concessionair doe not meet these requir,B,8.420721,4.992592
251,Concession Contract 002/ANAC/2021-Sul - South Block,onli an event that caus an impact greater than of the averag annual gross revenu of the concessionair over the three preced year can allow a compens through an extraordinari review procedur,A,10.921597,12.873038
252,Concession Contract 002/ANAC/2021-Sul - South Block,the transfer of share of the technic oper reduc it stake to le than is subject to approv by anac the technic oper is respons for fulfil the technic requir at the auction experi a airport oper,A,14.625058,8.380083
253,Concession Contract 002/ANAC/2021-Sul - South Block,merger acquisit or de-merg of the concessionair is prohibit,A,16.312511,9.116628
254,Concession Contract 002/ANAC/2021-Sul - South Block,merger acquisit or de-merg of the concessionair is prohibit,A,16.349522,9.082274
255,Concession Contract 002/ANAC/2021-Sul - South Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not,A,7.154455,4.262276
256,Concession Contract 002/ANAC/2021-Sul - South Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not,A,7.149239,4.259858
257,Concession Contract 002/ANAC/2021-Sul - South Block,in the first five year public offer of share is prohibit and ani share transfer is subject to prior approv by anac either it lead to a chang in the concessionair ’ s control or not,A,7.166864,4.2773585
258,Concession Contract 002/ANAC/2021-Sul - South Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.194566,13.822182
259,Concession Contract 002/ANAC/2021-Sul - South Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.199397,13.865299
260,Concession Contract 002/ANAC/2021-Sul - South Block,after the first five year share transfer involv an increas of airlin stake is subject to prior approv by anac,A,11.171995,13.8253765
261,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,6.8494353,10.634839
262,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair may enter into agreement with third parti air carrier ground handl provid or other firm for lea airport area these agreement are govern by privat law,A,6.8485456,10.6372
263,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,19.385355,6.69904
264,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair may enter into contract with airlin provid the build mainten or use of airport termin or part thereof either exclus or with prioriti these contract are subject to prior approv by anac,A,19.373146,6.6884246
265,Concession Contract 002/ANAC/2021-Sul - South Block,anac may dictat the revis of the agreement between the airport oper and the other parti if thi is potenti harm to passeng or if ani relev stakehold wa not consult,B,12.329947,8.722873
266,Concession Contract 002/ANAC/2021-Sul - South Block,if the price of lea of airport oper area is not set on object and non-discriminatori criterion anac may regul price through price-cap revenue-cap or other method after a public consult,B,8.664276,5.1959734
267,Concession Contract 002/ANAC/2021-Sul - South Block,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,8.440636,28.532993
268,Concession Contract 002/ANAC/2021-Sul - South Block,in case of shortag of area for new entrant to provid ground handl servic the concessionair must requir anac ’ s authoris to restrict the number of provid anac may establish the minimum number of provid,A,8.446846,28.535938
269,Concession Contract 002/ANAC/2021-Sul - South Block,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,8.456985,28.545609
270,Concession Contract 002/ANAC/2021-Sul - South Block,in case of shortag of area for the current ground handl incumb firm the concessionair must requir anac ’ s authoris to reduc the number of provid anac may establish the minimum number of provid,A,8.496818,28.52305
271,Concession Contract 002/ANAC/2021-Sul - South Block,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,11.857408,5.040157
272,Concession Contract 002/ANAC/2021-Sul - South Block,in case of ground handl servic whose complex cost or environment impact doe not allow of divis or duplic of the infrastructur the concessionair must request anac ’ s authoris to provid thi servic exclus,A,11.870459,5.054135
273,Concession Contract 002/ANAC/2021-Sul - South Block,in order to promot competit anac may determin that the concessionair restrict compani oper aviat fuel pipelin and hydrant to provid distribut and resal of aviat fuel at the airport,A,12.772455,6.3569307
274,Concession Contract 002/ANAC/2021-Sul - South Block,the concessionair must submit to anac the contract involv construct and/or oper of fuel pipelin and hydrant prior to their signatur for analysi and the adopt of appropri measur if ani,A,12.722834,6.3130016
275,Concession Contract 002/ANAC/2021-Sul - South Block,annual the concessionair must consult with user on relev inform of the airport oper such a demand project aircraft passeng and cargo revenu project tariff and non-tariff revenu tariff price oper cost and invest impact user in addit to the annual consult the concessionair must consult with user concern invest project propos of price of lea of airport area and tariff chang,B,10.943194,11.582295
276,Resolution 437/2017 by National Civil Aviation Agency - Airport Tariff ,the data on airfar regist at anac by air carrier may be access by anyon,C,12.741927,7.8746943
277,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani provid either schedul or non-schedul servic must obtain prior authoris from the feder govern to oper in brazil they must have been design by the foreign govern in the form of bilater agreement or in the absenc of these agreement there must be an interest in obtain the authoris unilater,A,9.049795,11.874496
278,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani provid either schedul or non-schedul servic must obtain prior authoris from the feder govern to oper in brazil they must have been design by the foreign govern in the form of bilater agreement or in the absenc of these agreement there must be an interest in obtain the authoris unilater,A,8.997941,11.87033
279,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani provid either schedul or non-schedul servic must obtain prior authoris from the feder govern to oper in brazil they must have been design by the foreign govern in the form of bilater agreement or in the absenc of these agreement there must be an interest in obtain the authoris unilater,B,9.017309,11.8279915
280,Decree 92319/1986 - Foreign air transport companies,a prior authoris is also requir for the set up of agenc branch or subsidiari of foreign compani that do not oper flight to brazil,A,8.733275,10.133758
281,Decree 92319/1986 - Foreign air transport companies,a prior authoris is also requir for the set up of agenc branch or subsidiari of foreign compani that do not oper flight to brazil,A,8.741673,10.182521
282,Decree 92319/1986 - Foreign air transport companies,a prior authoris is also requir for the set up of agenc branch or subsidiari of foreign compani that do not oper flight to brazil,B,8.761103,10.189378
283,Decree 92319/1986 - Foreign air transport companies,the request for authoris of a foreign compani to oper in brazil must be submit to the depart of civil aviat today anac indic where it repres will be locat and with the follow document attach i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw iv the list of sharehold of the compani v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,A,5.268216,9.059803
284,Decree 92319/1986 - Foreign air transport companies,the request for authoris of a foreign compani to oper in brazil must be submit to the depart of civil aviat today anac indic where it repres will be locat and with the follow document attach i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw iv the list of sharehold of the compani v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,A,5.249038,9.040952
285,Decree 92319/1986 - Foreign air transport companies,the request for authoris of a foreign compani to oper in brazil must be submit to the depart of civil aviat today anac indic where it repres will be locat and with the follow document attach i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw iv the list of sharehold of the compani v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,Others,5.2625923,9.053769
286,Decree 92319/1986 - Foreign air transport companies,minimum capit is requir by the depart of civil aviat today anac for a foreign compani to oper in brazil for each case the amount of minimum capit should be establish in advanc by the depart of civil aviat today anac,A,8.4317,9.397613
287,Decree 92319/1986 - Foreign air transport companies,minimum capit is requir by the depart of civil aviat today anac for a foreign compani to oper in brazil for each case the amount of minimum capit should be establish in advanc by the depart of civil aviat today anac,A,8.403791,9.377372
288,Decree 92319/1986 - Foreign air transport companies,all foreign document to be submit must be authent in the foreign countri and then by the brazilian consular offic one copi of each document must be regist at the registri offic in brazil,A,15.452083,10.223333
289,Decree 92319/1986 - Foreign air transport companies,all foreign document to be submit must be authent in the foreign countri and then by the brazilian consular offic one copi of each document must be regist at the registri offic in brazil,A,15.458559,10.257908
290,Decree 92319/1986 - Foreign air transport companies,all foreign document to be submit must be authent in the foreign countri and then by the brazilian consular offic one copi of each document must be regist at the registri offic in brazil,Others,15.457717,10.251
291,Decree 92319/1986 - Foreign air transport companies,when issu the authoris for a foreign compani to oper in brazil the feder govern may establish restrict on the oper of the foreign compani in defenc of nation interest,A,15.586676,10.621282
292,Decree 92319/1986 - Foreign air transport companies,when issu the authoris for a foreign compani to oper in brazil the feder govern may establish restrict on the oper of the foreign compani in defenc of nation interest,B,15.566576,10.610358
293,Decree 92319/1986 - Foreign air transport companies,foreign compani authoris to oper in brazil are requir to have a perman legal repres in brazil the proxi for a substitut of the legal repres must be approv by the depart of civil aviat today anac and then regist at the board of trade,A,8.439437,9.421875
294,Decree 92319/1986 - Foreign air transport companies,foreign compani authoris to oper in brazil are requir to have a perman legal repres in brazil the proxi for a substitut of the legal repres must be approv by the depart of civil aviat today anac and then regist at the board of trade,A,8.448048,9.427577
295,Decree 92319/1986 - Foreign air transport companies,foreign compani authoris to oper in brazil are requir to have a perman legal repres in brazil the proxi for a substitut of the legal repres must be approv by the depart of civil aviat today anac and then regist at the board of trade,Others,8.455551,9.4240885
296,Decree 92319/1986 - Foreign air transport companies,ani chang to the foreign compani ’ s bylaw is subject to approv by the feder govern to be effect in brazil,A,14.112087,9.262063
297,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani not oper in brazil provid either schedul or non-schedul servic need an authoris to set up agenc branch subsidiari or offic in the countri in order to sell ticket in brazil the request must attach the follow document i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,A,5.2870436,9.084435
298,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani not oper in brazil provid either schedul or non-schedul servic need an authoris to set up agenc branch subsidiari or offic in the countri in order to sell ticket in brazil the request must attach the follow document i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,A,5.2926054,9.089439
299,Decree 92319/1986 - Foreign air transport companies,foreign air transport compani not oper in brazil provid either schedul or non-schedul servic need an authoris to set up agenc branch subsidiari or offic in the countri in order to sell ticket in brazil the request must attach the follow document i proof that the compani is incorpor under the law of it countri ii the articl of incorpor of the compani and subsequ amend iii the compani ’ s bylaw v copi of the formal document of the compani that decid to oper in brazil and fix the capit assign to the oper in the countri vi proof of appoint of a legal repres in brazil and vii the last balanc sheet of the compani,B,5.2947726,9.088733
300,Decree 92319/1986 - Foreign air transport companies,instead of set up of agenc branch or subsidiari foreign compani not oper in the countri may design a brazilian compani a a gener repres in brazil which need an authoris to oper from the ministri of aeronaut today anac the request must attach the follow document a the compani ’ s bylaw and b the contract of represent translat into portugues,A,8.66446,10.143552
301,Decree 92319/1986 - Foreign air transport companies,instead of set up of agenc branch or subsidiari foreign compani not oper in the countri may design a brazilian compani a a gener repres in brazil which need an authoris to oper from the ministri of aeronaut today anac the request must attach the follow document a the compani ’ s bylaw and b the contract of represent translat into portugues,A,8.6320715,10.103226
302,Decree 92319/1986 - Foreign air transport companies,instead of set up of agenc branch or subsidiari foreign compani not oper in the countri may design a brazilian compani a a gener repres in brazil which need an authoris to oper from the ministri of aeronaut today anac the request must attach the follow document a the compani ’ s bylaw and b the contract of represent translat into portugues,B,8.672578,10.143986
303,Decree 92319/1986 - Foreign air transport companies,the repres compani of a foreign firm may advertis the latter ’ s servic but must not sell their ticket or servic,A,11.822691,10.727314
304,Decree 92319/1986 - Foreign air transport companies,the repres compani of a foreign firm may advertis the latter ’ s servic but must not sell their ticket or servic,B,11.832391,10.783497
305,Decree 92319/1986 - Foreign air transport companies,onli foreign airlin authoris to oper in brazil may have a gener sale agent which is a sale repres for an airlin in the countri,A,13.280059,9.449202
306,Decree 92319/1986 - Foreign air transport companies,onli foreign airlin authoris to oper in brazil may have a gener sale agent which is a sale repres for an airlin in the countri,A,13.286201,9.433789
