,Text,Label_Text,Name,Score,Label
442,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ⊜unfair⊝ competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,-0.07879739,A3
443,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,-0.0017640498,A3
444,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ⊜temporary⊝ protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,-0.07165991,A3
445,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,-0.053617578,A3
446,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,-0.07718352,A3
447,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ⊜fit-and-proper⊝ test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,-0.061012965,A3
448,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ⊜natur monopoly⊝. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.066834636,A3
449,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,-0.035090856,A3
450,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ⊜new⊝ product reform risk roll back due consum complaint compani take advantag,D3,-0.0149381375,None
451,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,-0.01757068,None
452,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,-0.03545201,None
453,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,-0.020330768,None
454,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors⊙ co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers⊙ product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,-0.016509417,None
455,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ⊜self-regulation⊝ use howev govern provid legisl back rule develop least partli industry/profession associ term ⊜co-regulation⊝ use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,-0.050761655,None
456,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,-0.006613756,None
457,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,-0.03212322,None
458,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,-0.027541772,None
459,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul restrict supplier 's abil advertis market good servic often exist limit fals mislead advertis sometim restrict intend reduc advertis product servic deem social neg valu subject excess consumpt at time advertis certain vulner group child may restrict restrict natur circumscrib ensur overli broad signific social benefit in mani case howev advertis market restrict broad unduli restrict competit restrict advertis market like particularli oner potenti entrant restrict entrant⊙ abil inform potenti custom presenc market natur qualiti good servic abl offer,B2,-0.032471124,None
460,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ⊜unfair⊝ competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,-0.06331664,None
461,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,0.0014680894,None
462,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ⊜temporary⊝ protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,-0.052299522,None
463,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,-0.03422983,None
464,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,-0.0557347,None
465,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ⊜fit-and-proper⊝ test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,-0.039399143,None
466,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ⊜natur monopoly⊝. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.047862027,None
467,"The current registration and the operation must be in line with the grant, with the technical-operational conditions of the air operator who performs it and the airport operators that receive it, and with the airport and aeronautical infrastructures allocated.",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,-0.025942609,None
468,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ⊜new⊝ product reform risk roll back due consum complaint compani take advantag,D3,0.68215805,None
469,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,0.56282413,None
470,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,0.57992554,None
471,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,0.6814414,None
472,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors⊙ co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers⊙ product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,0.654399,None
473,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ⊜self-regulation⊝ use howev govern provid legisl back rule develop least partli industry/profession associ term ⊜co-regulation⊝ use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,0.58846897,None
474,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,0.6446103,None
475,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,0.5864219,None
476,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,0.57807827,None
477,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul restrict supplier 's abil advertis market good servic often exist limit fals mislead advertis sometim restrict intend reduc advertis product servic deem social neg valu subject excess consumpt at time advertis certain vulner group child may restrict restrict natur circumscrib ensur overli broad signific social benefit in mani case howev advertis market restrict broad unduli restrict competit restrict advertis market like particularli oner potenti entrant restrict entrant⊙ abil inform potenti custom presenc market natur qualiti good servic abl offer,B2,0.5224342,None
478,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ⊜unfair⊝ competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,0.5173474,None
479,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,0.68815327,None
480,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ⊜temporary⊝ protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,0.5773295,None
481,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,0.54743594,None
482,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,0.5453476,None
483,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ⊜fit-and-proper⊝ test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,0.55703914,None
484,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ⊜natur monopoly⊝. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,0.5197675,None
485,"The responsibility for non-compliance with the provisions of paragraphs 1 and 2 of this article will be verified through an administrative disciplinary proceeding, if no crime results from the fact.",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,0.5813061,None
486,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ⊜new⊝ product reform risk roll back due consum complaint compani take advantag,D3,-0.026764687,A4
487,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,-0.008845047,A4
488,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,-0.042130396,A4
489,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,-0.03158327,A4
490,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors⊙ co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers⊙ product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,-0.028974205,A4
491,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ⊜self-regulation⊝ use howev govern provid legisl back rule develop least partli industry/profession associ term ⊜co-regulation⊝ use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,-0.058321834,A4
492,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,-0.020418094,A4
493,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,-0.039170083,A4
494,"The concessionaire must pay the concession fees to the Federal Government Branch: (i) a fixed fee must be paid annually, corresponding to the minimum price + the bidder's premium; and (ii) a variable fee must be paid annually, corresponding to 10% of the concessionaire's annual gross revenue.",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,-0.03132596,A4
