,name,text_clean,Category_New,x,y
510,Law 14133/2021 - New General Procurement Act,the procur author may exclud non-prequalifi bidder from bid,A,6.795946,3.49435
511,Law 14133/2021 - New General Procurement Act,the procur author may exclud non-prequalifi bidder from bid,A,6.809573,3.5077705
512,Law 14133/2021 - New General Procurement Act,the procur author may exclud non-regist bidder from bid,A,6.8115306,3.5008392
513,Law 14133/2021 - New General Procurement Act,at the discret of the procur author a perform guarante cash bond insur or bank guarante may be requir for the procur of work servic and suppli when provid for in the public notic,A,16.199541,9.457394
514,Law 14133/2021 - New General Procurement Act,at the discret of the procur author a perform guarante cash bond insur or bank guarante may be requir for the procur of work servic and suppli when provid for in the public notic,A,16.18408,9.46696
515,Law 14133/2021 - New General Procurement Act,when contract large-scal engin work and servic the provis of a guarante may be requir in the form of insur guarante in a percentag equival to up to of the initi valu of the contract,A,8.218717,9.58731
516,Law 14133/2021 - New General Procurement Act,when contract large-scal engin work and servic the provis of a guarante may be requir in the form of insur guarante in a percentag equival to up to of the initi valu of the contract,A,8.234361,9.623209
517,Law 14133/2021 - New General Procurement Act,in the procur of engin work and servic a perform guarante in the form of an insur guarante may be requir and it must provid that the insur must assum the contract in the event of default by the contractor,A,7.0456424,9.020946
518,Law 14133/2021 - New General Procurement Act,in the procur of engin work and servic a perform guarante in the form of an insur guarante may be requir and it must provid that the insur must assum the contract in the event of default by the contractor,A,7.0704722,8.999635
519,Law 14133/2021 - New General Procurement Act,the public administr may requir a cash bond a bank or an insur guarante cover sever payment in ongo servic contract for the provis of labour,A,16.248104,9.434569
520,Law 14133/2021 - New General Procurement Act,the public administr may requir a cash bond a bank or an insur guarante cover sever payment in ongo servic contract for the provis of labour,A,16.220968,9.457563
521,Law 14133/2021 - New General Procurement Act,the procur author may prohibit restrict or establish condit for subcontract,A,7.0636125,9.668766
522,Law 13303/2016 - Law of SOEs,situat in which contract may be directli award by soe i sale or provis of good or servic compris the corpor purpos of the soe ii choic of the privat partner involv specif characterist prevent a competit procedur,A,7.718979,9.627331
523,Law 13303/2016 - Law of SOEs,situat in which contract may be directli award differ case among which i low-valu contract a contract compris engin work and servic up to brl around eur and b contract compris other servic purchas and sell up to brl around eur ii when the bid procedur fail no bid submiss and it is not possibl to open a new public tender iii when the bid valu are higher than the market price iv emerg situat,A,7.306377,4.133367
524,Law 13303/2016 - Law of SOEs,in the procur of good the soe may i indic a brand or model in the follow case a due to the need to standardis the object of the contract b when a given brand or model market by more than one supplier constitut the onli one that can fulfil the object of the contract c when the descript of the object can be better understood by the identif of a certain brand or model onli a a refer ii requir a sampl of the good in the pre-qualif procedur and when ass offer,A,9.452491,11.235089
525,Law 13303/2016 - Law of SOEs,in the procur of good the soe may i indic a brand or model in the follow case a due to the need to standardis the object of the contract b when a given brand or model market by more than one supplier constitut the onli one that can fulfil the object of the contract c when the descript of the object can be better understood by the identif of a certain brand or model onli a a refer ii requir a sampl of the good in the pre-qualif procedur and when ass offer,B,9.473188,11.220312
526,Law 13303/2016 - Law of SOEs,bidder must submit a bid bond in the case of contract be award to the highest bid,A,7.166658,3.8947852
527,Law 13303/2016 - Law of SOEs,the soe may exclud non-prequalifi bidder from it bid,A,6.829862,3.5577893
528,Law 13303/2016 - Law of SOEs,the soe may exclud non-prequalifi bidder from it bid,A,6.8037634,3.529427
529,Law 13303/2016 - Law of SOEs,a perform guarante may be requir for the procur of work servic and suppli the parti may choos between cash bond insur or bank guarante,A,16.19251,9.472767
530,Law 13303/2016 - Law of SOEs,a perform guarante may be requir for the procur of work servic and suppli the parti may choos between cash bond insur or bank guarante,A,16.183699,9.486726
531,Law 11079/2004 - Public-Private Partnership,the privat partner of a ppp must submit a perform guarante i up to of the valu of the contract or ii in case of sponsor concess those in which the public partner grant addit payment besid the user fee up to the valu of the work for which the ppp contract is award,A,8.300505,9.328573
532,Law 11079/2004 - Public-Private Partnership,the privat partner of a ppp must submit a perform guarante i up to of the valu of the contract or ii in case of sponsor concess those in which the public partner grant addit payment besid the user fee up to the valu of the work for which the ppp contract is award,A,8.314601,9.36953
533,Law 11079/2004 - Public-Private Partnership,a bid bond up to of the estim valu of the contract may be requir from the bidder who particip in the bid for award a ppp contract,A,7.138433,3.8902867
534,Law 11079/2004 - Public-Private Partnership,a bid bond up to of the estim valu of the contract may be requir from the bidder who particip in the bid for award a ppp contract,A,7.1938567,3.9440947
535,Law 9491/1997 - National Privatisation Program,the sale of share to foreign individu or legal entiti may reach one hundr percent of the vote capit unless there is a legal provis or express statement from the execut branch which determin a lower percentag,A,9.144878,12.50188
536,Law 9491/1997 - National Privatisation Program,the sale of share to foreign individu or legal entiti may reach one hundr percent of the vote capit unless there is a legal provis or express statement from the execut branch which determin a lower percentag,A,9.138547,12.495817
537,Law 12.815/2013 - Law of Ports,the follow claus are essenti to concess contract the requir of a perform guarante for the proper execut of the contract,A,6.9678507,9.006944
538,Law 12.815/2013 - Law of Ports,the follow claus are essenti to concess contract the requir of a perform guarante for the proper execut of the contract,A,7.004753,8.9987545
539,Law 12.815/2013 - Law of Ports,the pre-qualif of the port oper will be carri out befor the port administr accord to the compet rule set out by the grant author,A,10.247303,7.5732055
540,Law 12.815/2013 - Law of Ports,the pre-qualif of the port oper will be carri out befor the port administr accord to the compet rule set out by the grant author,A,10.214723,7.5928583
541,Law 12.815/2013 - Law of Ports,port oper must set up a pool of port worker in each organis port aim to manag the suppli of labour to port worker and individu port worker maintain with exclus the regist of the port worker and the regist of the independ port worker train and profession qualifi the port worker regist him in the regist select and regist the temporari port worker establish the number of vacanc the form and the frequenc for access to the record of the temporari port worker issu the port worker 's identif document and collect and transfer to the beneficiari the amount owe by the port oper relat to the remuner of the temporari port worker and the correspond tax social and social secur charg,A,0.05896557,-3.1556704
542,Law 12.815/2013 - Law of Ports,port oper must set up a pool of port worker in each organis port aim to manag the suppli of labour to port worker and individu port worker maintain with exclus the regist of the port worker and the regist of the independ port worker train and profession qualifi the port worker regist him in the regist select and regist the temporari port worker establish the number of vacanc the form and the frequenc for access to the record of the temporari port worker issu the port worker 's identif document and collect and transfer to the beneficiari the amount owe by the port oper relat to the remuner of the temporari port worker and the correspond tax social and social secur charg,A,0.037572823,-3.1340845
543,Law 12.815/2013 - Law of Ports,in public port registr a a port worker depend on a prospect worker ’ s prior profession qualif and train by ogmo or by an ogmo-appoint entiti a explain below ogmo ha exclus in the manag of port worker port worker can regist and work in public port onli if they have been train by ogmo or by and entiti appoint by them the legisl give ogmo exclus manag of port-work train in public port in particular ogmo must support the profession train of perman and casual port worker adapt it to the modern process of cargo handl and oper of port machineri and equip ogmo ’ s exclus manag of train for the casual workforc constitut a limit impos on port oper in public port sinc privat termin do not have to pas through ogmo for train,A,0.037119105,-3.1263936
544,Law 12.815/2013 - Law of Ports,in public port registr a a port worker depend on a prospect worker ’ s prior profession qualif and train by ogmo or by an ogmo-appoint entiti a explain below ogmo ha exclus in the manag of port worker port worker can regist and work in public port onli if they have been train by ogmo or by and entiti appoint by them the legisl give ogmo exclus manag of port-work train in public port in particular ogmo must support the profession train of perman and casual port worker adapt it to the modern process of cargo handl and oper of port machineri and equip ogmo ’ s exclus manag of train for the casual workforc constitut a limit impos on port oper in public port sinc privat termin do not have to pas through ogmo for train,A,0.012649848,-3.0993075
545,Law 12.815/2013 - Law of Ports,the contract of port worker for foremanship block stowag cargo check cargo repair and surveil of vessel with an employ relationship for an indefinit period will be made exclus from regist casual port worker,A,0.020248707,-3.1168692
546,Law 12.815/2013 - Law of Ports,the contract of port worker for foremanship block stowag cargo check cargo repair and surveil of vessel with an employ relationship for an indefinit period will be made exclus from regist casual port worker,A,0.007304129,-3.103545
547,Law 12.815/2013 - Law of Ports,the contract of port worker for foremanship block stowag cargo check cargo repair and surveil of vessel with an employ relationship for an indefinit period will be made exclus from regist casual port worker,A,0.008821571,-3.1043136
548,Law 12.815/2013 - Law of Ports,enrol in the port worker 's registri will depend exclus on prior profession qualif of the interest worker through train carri out in an entiti indic by the pool of port worker,A,0.09627833,-3.1941574
549,Law 12.815/2013 - Law of Ports,admiss to the independ port worker 's registri depend on prior select and enrol in the registri refer to in item i of the main articl line abov subject to the avail of vacanc and the chronolog order of enrol in the registri,A,7.054808,11.222215
550,Law 12.815/2013 - Law of Ports,admiss to the independ port worker 's registri depend on prior select and enrol in the registri refer to in item i of the main articl line abov subject to the avail of vacanc and the chronolog order of enrol in the registri,A,6.9998236,11.184365
551,Law 12.815/2013 - Law of Ports,admiss to the independ port worker 's registri depend on prior select and enrol in the registri refer to in item i of the main articl line abov subject to the avail of vacanc and the chronolog order of enrol in the registri,A,7.016322,11.178525
552,Law 12.815/2013 - Law of Ports,the select and registr of the casual port worker will be carri out by the pool of port worker in accord with the rule establish in the contract convent or collect labour agreement,A,0.27246517,-3.3824308
553,Law 12.815/2013 - Law of Ports,the select and registr of the casual port worker will be carri out by the pool of port worker in accord with the rule establish in the contract convent or collect labour agreement,A,0.18363664,-3.2925708
554,Law 12.815/2013 - Law of Ports,the select and registr of the casual port worker will be carri out by the pool of port worker in accord with the rule establish in the contract convent or collect labour agreement,A,0.20573476,-3.314739
555,Law 12.815/2013 - Law of Ports,when contract dredg by result it is mandatori to provid a perform guarante by the contract parti,A,7.0742855,8.971247
556,Law 12.815/2013 - Law of Ports,"lea agreement in forc sign under law no 8,630 which have an express provis for extens not yet carri out may have their extens anticip at the discret of the grant author",Others,5.7312765,10.819619
557,Decree 8.033/2013- Decree-Law of Ports,the summon instrument for the open of the public call will establish a period of thirti day to identifi the exist of interest parti in the exploit of the area and the port facil and must contain the valu of the bid bond to be offer,A,7.0784273,9.508597
558,Decree 8.033/2013- Decree-Law of Ports,the legal entiti that is interest in respond to the public call must formal express it interest through a document file with the port author the statement must be accompani by a proof of the provis of the bid bond refer to in item vi of the sole paragraph of art 7-b,A,5.582504,12.541267
559,Decree 8.033/2013- Decree-Law of Ports,in the qualif phase of the bid with respect to the technic qualif in the lea bid the notic may establish that the bidder undertak to obtain it pre-qualif a a port oper by the port administr or to hire a pre-qualifi port oper by the port administr for the perform of port oper without prejudic to full complianc with the qualiti goal,A,10.240709,7.5698986
560,Decree 8.033/2013- Decree-Law of Ports,in the qualif phase of the bid with respect to the technic qualif in the lea bid the notic may establish that the bidder undertak to obtain it pre-qualif a a port oper by the port administr or to hire a pre-qualifi port oper by the port administr for the perform of port oper without prejudic to full complianc with the qualiti goal,A,10.256586,7.582047
561,Decree 8.033/2013- Decree-Law of Ports,in the qualif phase of the bid with respect to the technic qualif in the lea bid the notic may establish that the bidder undertak to obtain it pre-qualif a a port oper by the port administr or to hire a pre-qualifi port oper by the port administr for the perform of port oper without prejudic to full complianc with the qualiti goal,A,10.237883,7.569165
562,Decree 8.033/2013- Decree-Law of Ports,the concess and lea contract will have a fix term renew for success time at the discret of the grant author subject to the follow limit in the case of an organis port concess the contract will have a term of up to seventi year includ the origin term of valid and all extens and in the case of lea a port facil the contract will have a term of up to thirty-f year and may be extend up to a maximum of seventi year includ the origin term of valid and all extens,A,12.042968,7.4043055
563,Decree 8.033/2013- Decree-Law of Ports,those interest in obtain a port instal authoris may appli to antaq at ani time upon present of document among other that may be requir by antaq declar of adequaci of the enterpris to the plan guidelin and polici of the port sector issu by the grant author descript memori of the facil with the specif establish by antaq titl deed registr of occup certif of tenur or assign contract under real law or other legal instrument that ensur the right to use and enjoy the land document prove it regular befor the feder state and municip treasuri at the headquart of the legal entiti and the employe sever guarante fund fgt and favour opinion of the maritim author which must respond to the consult within a period not exceed fifteen day,A,8.191366,7.192064
564,Decree 8.033/2013- Decree-Law of Ports,those interest in obtain a port instal authoris may appli to antaq at ani time upon present of document among other that may be requir by antaq declar of adequaci of the enterpris to the plan guidelin and polici of the port sector issu by the grant author descript memori of the facil with the specif establish by antaq titl deed registr of occup certif of tenur or assign contract under real law or other legal instrument that ensur the right to use and enjoy the land document prove it regular befor the feder state and municip treasuri at the headquart of the legal entiti and the employe sever guarante fund fgt and favour opinion of the maritim author which must respond to the consult within a period not exceed fifteen day,A,8.190904,7.192304
565,Decree 8.033/2013- Decree-Law of Ports,those interest in obtain a port instal authoris may appli to antaq at ani time upon present of document among other that may be requir by antaq declar of adequaci of the enterpris to the plan guidelin and polici of the port sector issu by the grant author descript memori of the facil with the specif establish by antaq titl deed registr of occup certif of tenur or assign contract under real law or other legal instrument that ensur the right to use and enjoy the land document prove it regular befor the feder state and municip treasuri at the headquart of the legal entiti and the employe sever guarante fund fgt and favour opinion of the maritim author which must respond to the consult within a period not exceed fifteen day,Others,8.200857,7.1641912
566,Decree 8.033/2013- Decree-Law of Ports,the invest not foreseen in the contract must be preced by commun to antaq in the case of authoris port facil and approv of the grant author preced by antaq 's analysi in the case of concess and lea,Others,5.8018093,10.958345
567,Decree 8.033/2013- Decree-Law of Ports,the invest not foreseen in the contract must be preced by commun to antaq in the case of authoris port facil and approv of the grant author preced by antaq 's analysi in the case of concess and lea,A,5.836303,10.9479
568,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,anyon interest in obtain authoris to oper a port facil must request the nation secretariat of port and waterway to issu a declar of adequaci of the undertak to the plan guidelin and polici of the port sector,A,10.3808,6.937956
569,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,anyon interest in obtain authoris to oper a port facil must request the nation secretariat of port and waterway to issu a declar of adequaci of the undertak to the plan guidelin and polici of the port sector,Others,10.389081,6.9270287
570,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,after the issuanc of the declar of adequaci those interest in obtain authoris to explor a port facil must submit an applic to antaq,A,5.972527,11.63321
571,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,the authoris holder interest in expand the area of the port facil must submit an applic to the nation secretariat of port for an ass of the suitabl of the claim with the plan guidelin and polici of the port sector,A,10.433929,6.8644238
572,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,the authoris holder interest in expand the area of the port facil must submit an applic to the nation secretariat of port for an ass of the suitabl of the claim with the plan guidelin and polici of the port sector,Others,10.413296,6.9047503
573,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,anyon interest in chang the cargo profil provid for in the adhes contract must request the nation secretariat of port and waterway transport to issu a declar of suitabl of the claim to the plan guidelin and polici of the port sector,A,10.425415,6.8810854
574,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,anyon interest in chang the cargo profil provid for in the adhes contract must request the nation secretariat of port and waterway transport to issu a declar of suitabl of the claim to the plan guidelin and polici of the port sector,Others,10.401395,6.910378
575,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,the transfer of corpor control of a port facil authoris holder requir prior analysi and approv by antaq,A,8.387666,7.6563683
576,Ordinance 1064/2020 by Secretariat of Ports - Private Terminal,the transfer of corpor control of a port facil authoris holder requir prior analysi and approv by antaq,A,8.338711,7.6917243
577,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,onli compani incorpor under brazilian law with the headquart and administr in the countri may appli for authoris to construct and oper the port facil,A,5.3178453,8.809307
578,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,onli compani incorpor under brazilian law with the headquart and administr in the countri may appli for authoris to construct and oper the port facil,A,5.2015324,8.793235
579,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,onli compani incorpor under brazilian law with the headquart and administr in the countri may appli for authoris to construct and oper the port facil,A,5.265021,8.8483925
580,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,the legal entiti incorpor under brazilian law with headquart and administr in the countri interest in respond to the public announc or the public call must formal express it interest through correspond file befor antaq with the necessari document,A,5.598303,12.502093
581,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,the legal entiti incorpor under brazilian law with headquart and administr in the countri interest in respond to the public announc or the public call must formal express it interest through correspond file befor antaq with the necessari document,A,5.5910044,12.513375
582,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,the legal entiti incorpor under brazilian law with headquart and administr in the countri interest in respond to the public announc or the public call must formal express it interest through correspond file befor antaq with the necessari document,A,5.588862,12.516541
583,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,the legal entiti incorpor under brazilian law with headquart and administr in the countri interest in respond to the public announc or the public call must formal express it interest through correspond file befor antaq with the necessari document,Others,5.586065,12.51487
584,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,in the case of a public select process the authoris holder will be requir on the occas of the sign of an adhes contract to guarante the execut through the from of a cash deposit bank guarante feder public debt secur and guarante insur,A,16.57755,9.231281
585,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,in the case of a public select process the authoris holder will be requir on the occas of the sign of an adhes contract to guarante the execut through the from of a cash deposit bank guarante feder public debt secur and guarante insur,Others,16.572044,9.234401
586,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,"the perform guarante will be up to two percent of the invest amount limit to the amount of r 500,000.00 five hundr thousand reai",A,9.387146,9.180652
587,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,an authoris for construct and oper of a port facil will be formalis through an adhes contract sign between the grant author and the authoris agent with the intervent of antaq it will contain a essenti claus such a perform guarante and technic requir,A,6.1879816,9.11815
588,Resolution 71/2022 (Former Normative Resolution by ANTAQ 20/2018) - Private Terminal,in the event of a public select process the sign of an adhes contract is condit to the proof of the provis of the perform guarante with antaq,A,6.6940174,9.9503355
589,Normative Resolution 07/2016 by ANTAQ - organised Ports,the temporari use contract must specifi tariff applic to the enterpris base on the tariff tabl mention in the previou articl,B,7.2786136,8.388635
590,Normative Resolution 07/2016 by ANTAQ - organised Ports,the interest parti must have equip and facil for easi demobilis necessari for the practic of the activ in order to preserv the initi condit of the place and enabl it immedi evict at the end of the contract or when determin by the port administr,A,6.446238,9.782249
591,Normative Resolution 07/2016 by ANTAQ - organised Ports,an essenti claus of the temporari use contract relat to the requir to present a perform guarante,A,6.79841,9.073488
592,Resolution 49/2021 by ANTAQ - organised ports management,the annual corpor financi statement sent to antaq must be accompani by the report of independ auditor regist with the commiss of secur cvm,A,7.1320167,11.906312
593,Resolution 49/2021 by ANTAQ - organised ports management,the annual corpor financi statement sent to antaq must be accompani by the report of independ auditor regist with the commiss of secur cvm,Others,7.132313,11.884346
594,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,ani compani user or request nation or foreign natur or legal person that oper within the organis port will follow the tariff order determin and approv by antaq for the respect port administr,B,5.7964773,8.332716
595,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,in organis port public port onli the tariff group list in annex i of the regul no 61/2021 are allow,B,7.3724284,8.412061
596,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,the tariff modal are organis in the from of tariff group and will be standardis in the term of the legisl observ the deadlin mention in the legisl,B,7.302533,8.45046
597,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,the amount charg for the variou servic of the port author correl to the port activ and which can not be includ in the tariff structur standardis by antaq must be includ in their own tariff group call `` complementari `` to be propos by the port administr to antaq obtain the follow treatment the tariff valu of other case not cover by the previou item depend on the prior approv of antaq,B,7.4074783,8.441721
598,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,the amount charg for the variou servic of the port author correl to the port activ and which can not be includ in the tariff structur standardis by antaq must be includ in their own tariff group call `` complementari `` to be propos by the port administr to antaq obtain the follow treatment the tariff valu of other case not cover by the previou item depend on the prior approv of antaq,Others,7.3221936,8.403362
599,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,antaq will forward to the grant author and the ministri of economi the summari of the element that support the decis of the collegi board of director on the review or tariff readjust to enforc prior commun aim at the knowledg and monitor of these bodi,B,5.9339414,10.042951
600,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,market segment through the detail or breakdown of the standardis tariff modal in thi resolut depend on prior author from antaq when propos it segment tariff structur the port administr must present to antaq the object criterion of elig the ground that justifi the polici and the estim of the effect of the initi,B,7.3977013,8.377042
601,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,port tariff are subject to the price cap model,B,12.814456,10.532712
602,Normative Resolution 61/2021 (Former Normative Resolution 32/2019 by ANTAQ) - Tax for Port Administration,the applic of fund from the current asset of the port administr or even it non-curr asset when outsid the limit of the organis port area depend on prior authoris from antaq,Others,8.306512,7.8468523
603,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,the mainten of the technic qualif condit will be demonstr through the pre-qualif certif of the lesse a a port oper or contract with a pre-qualifi port oper and other document that have been requir in the bid notic the pre-qualif of the port oper will be carri out befor the port administr accord to the rule of compet by the grant author,A,10.204565,7.601334
604,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,the mainten of the technic qualif condit will be demonstr through the pre-qualif certif of the lesse a a port oper or contract with a pre-qualifi port oper and other document that have been requir in the bid notic the pre-qualif of the port oper will be carri out befor the port administr accord to the rule of compet by the grant author,A,10.217547,7.6166472
605,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,the mainten of the technic qualif condit will be demonstr through the pre-qualif certif of the lesse a a port oper or contract with a pre-qualifi port oper and other document that have been requir in the bid notic the pre-qualif of the port oper will be carri out befor the port administr accord to the rule of compet by the grant author,Others,10.2133665,7.6267896
606,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,for new invest the lesse will present to antaq an execut project accompani by a technic respons note at least six month in advanc of the begin of the work,Others,10.9421425,8.059785
607,Ordinance 530/2019  by Ministry of Infrastructure - ,antaq is compet to ass whether the legal entiti interest in take ownership of the contract are in line with the condit of legal qualif economic-financi qualif tax and labour complianc and technic qualif a provid for in the contract and the respect bid notic verifi the perform of the legal entiti interest in assum the titl of the contract befor antaq and the administr of the port where the port facil is locat and analys whether the transfer of ownership may result in damag to competit or infring of the econom order in the port sector,A,5.994298,11.370546
608,Ordinance 530/2019  by Ministry of Infrastructure - ,antaq is compet to ass whether the legal entiti interest in take ownership of the contract are in line with the condit of legal qualif economic-financi qualif tax and labour complianc and technic qualif a provid for in the contract and the respect bid notic verifi the perform of the legal entiti interest in assum the titl of the contract befor antaq and the administr of the port where the port facil is locat and analys whether the transfer of ownership may result in damag to competit or infring of the econom order in the port sector,Others,6.046756,11.408561
609,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,the transfer of corpor control from a lesse of a port facil requir prior analysi and approv by antaq,A,8.306261,7.710736
610,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,the transfer of corpor control from a lesse of a port facil requir prior analysi and approv by antaq,Others,8.319623,7.7642016
611,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,interest parti in transfer corpor control will submit an applic to antaq which will be respons for analys whether there will be damag to competit or infring of econom order in the port sector,A,5.954359,11.373287
612,Ordinance 530/2019  by Ministry of Infrastructure - Changes in port lease agreements,interest parti in transfer corpor control will submit an applic to antaq which will be respons for analys whether there will be damag to competit or infring of econom order in the port sector,Others,5.941723,11.359564
613,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the pre-qualif a a port oper the interest parti must submit a proof of legal capac tax complianc financi suitabl and technic capac for the oper in which it intend to act,A,5.8341665,11.859426
614,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the pre-qualif a a port oper the interest parti must submit a proof of legal capac tax complianc financi suitabl and technic capac for the oper in which it intend to act,A,5.83538,11.8554
615,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the pre-qualif a a port oper the interest parti must submit a proof of legal capac tax complianc financi suitabl and technic capac for the oper in which it intend to act,Others,5.844872,11.815142
616,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the legal qualif need to be prequalifi foreign compani may be requir to submit among other document a proof of the authoris decre or equival in the case of a compani or foreign compani oper in the countri and registr or authoris act for oper issu by the compet bodi when the activ thu demand,A,4.1696987,13.488322
617,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the legal qualif need to be prequalifi foreign compani may be requir to submit among other document a proof of the authoris decre or equival in the case of a compani or foreign compani oper in the countri and registr or authoris act for oper issu by the compet bodi when the activ thu demand,A,4.1644936,13.492129
618,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the legal qualif need to be prequalifi foreign compani may be requir to submit among other document a proof of the authoris decre or equival in the case of a compani or foreign compani oper in the countri and registr or authoris act for oper issu by the compet bodi when the activ thu demand,Others,4.1648474,13.492109
619,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the follow document attest the financi suitabl of the interest parti declar issu by the ogmo attest to the inexist of debt relat to the mainten of the cost of thi bodi and of labour debt and social charg of independ port worker request by the interest parti,A,5.86349,11.755574
620,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the follow document attest the financi suitabl of the interest parti declar issu by the ogmo attest to the inexist of debt relat to the mainten of the cost of thi bodi and of labour debt and social charg of independ port worker request by the interest parti,A,5.900277,11.747151
621,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the follow document attest the financi suitabl of the interest parti declar issu by the ogmo attest to the inexist of debt relat to the mainten of the cost of thi bodi and of labour debt and social charg of independ port worker request by the interest parti,Others,5.9192996,11.725502
622,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the technic qualif the compani must present certif of technic capac that prove the suitabl of the interest parti or it technic manag to carri out the activ of a port oper provid by two reput entiti link to these activ,A,6.5543766,11.317118
623,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the technic qualif the compani must present certif of technic capac that prove the suitabl of the interest parti or it technic manag to carri out the activ of a port oper provid by two reput entiti link to these activ,A,6.5797057,11.324851
624,Ordinance by Ports Secretariat 111/2013 - Ports Administration,to obtain the technic qualif the compani must present certif of technic capac that prove the suitabl of the interest parti or it technic manag to carri out the activ of a port oper provid by two reput entiti link to these activ,Others,6.525391,11.344892
625,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the pre-qualif of a port oper will be formalis by the port administr through the issuanc of the port oper qualif certif valid for five year from the date of issu,A,10.215992,7.7125635
626,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the pre-qualif of a port oper will be formalis by the port administr through the issuanc of the port oper qualif certif valid for five year from the date of issu,A,10.216262,7.7175174
627,Ordinance by Ports Secretariat 111/2013 - Ports Administration,the pre-qualif of a port oper will be formalis by the port administr through the issuanc of the port oper qualif certif valid for five year from the date of issu,Others,10.20692,7.689953
628,Ordinance by Ports Secretariat 111/2013 - Ports Administration,in posse of the port oper certif the qualifi legal entiti can onli start port oper after provid the port administr with proof of specif authoris obtain from environment custom sanitari and maritim polic author when necessari for the perform of their activ in the organis port area includ contract the authoris final destin for solid wast,A,10.18986,7.1603136
629,Ordinance by Ports Secretariat 111/2013 - Ports Administration,in posse of the port oper certif the qualifi legal entiti can onli start port oper after provid the port administr with proof of specif authoris obtain from environment custom sanitari and maritim polic author when necessari for the perform of their activ in the organis port area includ contract the authoris final destin for solid wast,A,10.215827,7.1511874
630,Ordinance by Ports Secretariat 111/2013 - Ports Administration,in posse of the port oper certif the qualifi legal entiti can onli start port oper after provid the port administr with proof of specif authoris obtain from environment custom sanitari and maritim polic author when necessari for the perform of their activ in the organis port area includ contract the authoris final destin for solid wast,Others,10.175979,7.1591735
631,Ordinance by Ports Secretariat 111/2013 - Ports Administration,it is a condit for maintain the port oper 's certif that the port oper is regular with the pool of port worker throughout the valid period of the certif,A,0.20805535,-3.3173554
