,Law,Text,Category,text_clean,Category_New,A,B,C,Others
364,Decree 1232/1962 - Air transport worker,"If a licence and technical qualification certificate issued by the Directorate of Civil Aeronautics [today, ANAC] and other competent bodies are required for an activity, only an airman meeting the requirements must perform the activity. ",A,if a licenc and technic qualif certif issu by the director of civil aeronaut today anac and other compet bodi are requir for an activ onli an airman meet the requir must perform the activ,A,0.8610159401154092,0.8536227525169771,0.8521711911414662,0.8495969179232941
365,Decree 1232/1962 - Air transport worker,"When a licence is required for an activity, assistants not holding the licence may not perform the activity under his/her own responsibility.",A,when a licenc is requir for an activ assist not hold the licenc may not perform the activ under his/her own respons,A,0.9282073588899569,0.9203778267286807,0.9202111724277424,0.927812678731452
366,Decree 1232/1962 - Air transport worker,Airwomen must not perform dangerous or unhealthy activities.,A,airwoman must not perform danger or unhealthi activ,A,0.8503263870039883,0.8410984320898869,0.8362944547878561,0.8450654500727881
367,Decree 1232/1962 - Air transport worker,"Airwomen must not work at night (unless if they perform activities such as radiotelephony, telephony, nursing, reception, bar or restaurant attendants, as well as management positions).",A,airwoman must not work at night unless if they perform activ such a radiotelephoni telephoni nurs recept bar or restaur attend a well a manag posit,A,0.9244555034174035,0.9195147844851357,0.9181119557331419,0.9290611125416646
368,Decree 1232/1962 - Air transport worker,Airwomen must not perform activities requiring muscle strength.,A,airwoman must not perform activ requir muscl strength,A,0.8091762481062971,0.8038893334191162,0.8038434849560998,0.7985753789648232
369,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To fly an aircraft registered in Brazil, the pilot must hold an appropriate licence according to this Regulation. To fly in the Brazilian airspace an aircraft registered abroad, the flight crew must hold an appropriate licence according to the regulation of the country where the aircraft is registered.",A,to fli an aircraft regist in brazil the pilot must hold an appropri licenc accord to thi regul to fli in the brazilian airspac an aircraft regist abroad the flight crew must hold an appropri licenc accord to the regul of the countri where the aircraft is regist,A,0.9059411242302389,0.9011440459323145,0.8990567690473199,0.901534154926023
370,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To fly an aircraft registered in Brazil, the pilot must hold an appropriate licence according to this Regulation. To fly in the Brazilian airspace an aircraft registered abroad, the flight crew must hold an appropriate licence according to the regulation of the country where the aircraft is registered.",A,to fli an aircraft regist in brazil the pilot must hold an appropri licenc accord to thi regul to fli in the brazilian airspac an aircraft regist abroad the flight crew must hold an appropri licenc accord to the regul of the countri where the aircraft is regist,A,0.9059411242302389,0.9011440459323145,0.8990567690473199,0.901534154926023
371,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To operate a Brazilian aircraft outside Brazilian airspace, a pilot must have English proficiency, and must pass a proficiency test conducted by ANAC.",A,to oper a brazilian aircraft outsid brazilian airspac a pilot must have english profici and must pas a profici test conduct by anac,A,0.8670121809947249,0.8582177449317712,0.8626003519701351,0.8650655139317864
372,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To operate a Brazilian aircraft outside Brazilian airspace, a pilot must have English proficiency, and must pass a proficiency test conducted by ANAC.",A,to oper a brazilian aircraft outsid brazilian airspac a pilot must have english profici and must pas a profici test conduct by anac,A,0.8670121809947249,0.8582177449317712,0.8626003519701351,0.8650655139317864
373,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To obtain a pilot licence or rating, one must meet different requirements, concerning (i) age (16, 18 or 21 years old); (ii) educational level (secondary school); (iii) psychophysical aptitude (medical exam); (iv) theoretical knowledge (passing a test conducted by ANAC or an authorised flight school); (v) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vi) practical skills test (conducted by ANAC or an authorised flight school). These requirements may vary according to the type of licence or qualification (private pilot; commercial pilot; flight instructor; airline transport pilot; glider pilot; free balloon pilot). In addition, for commercial pilot, one must pass a theoretical course homologated by ANAC.",A,to obtain a pilot licenc or rate one must meet differ requir concern i age or year old ii educ level secondari school iii psychophys aptitud medic exam iv theoret knowledg pas a test conduct by anac or an authoris flight school v experi pas a train cours homolog by anac includ minimum flight hour and vi practic skill test conduct by anac or an authoris flight school these requir may vari accord to the type of licenc or qualif privat pilot commerci pilot flight instructor airlin transport pilot glider pilot free balloon pilot in addit for commerci pilot one must pas a theoret cours homolog by anac,A,0.8670005361325044,0.8605732426116464,0.8552831230252593,0.8647893138961384
374,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To obtain a pilot licence or rating, one must meet different requirements, concerning (i) age (16, 18 or 21 years old); (ii) educational level (secondary school); (iii) psychophysical aptitude (medical exam); (iv) theoretical knowledge (passing a test conducted by ANAC or an authorised flight school); (v) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vi) practical skills test (conducted by ANAC or an authorised flight school). These requirements may vary according to the type of licence or qualification (private pilot; commercial pilot; flight instructor; airline transport pilot; glider pilot; free balloon pilot). In addition, for commercial pilot, one must pass a theoretical course homologated by ANAC.",A,to obtain a pilot licenc or rate one must meet differ requir concern i age or year old ii educ level secondari school iii psychophys aptitud medic exam iv theoret knowledg pas a test conduct by anac or an authoris flight school v experi pas a train cours homolog by anac includ minimum flight hour and vi practic skill test conduct by anac or an authoris flight school these requir may vari accord to the type of licenc or qualif privat pilot commerci pilot flight instructor airlin transport pilot glider pilot free balloon pilot in addit for commerci pilot one must pas a theoret cours homolog by anac,A,0.8670005361325044,0.8605732426116464,0.8552831230252593,0.8647893138961384
375,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,A specific flight licence may be issued for specific situations: training; transfer flight performed by a foreign pilot in a Brazilian aircraft; foreign instructors (when there if no qualified flight instructor in Brazil); aeronautical product manufacturers.,A,a specif flight licenc may be issu for specif situat train transfer flight perform by a foreign pilot in a brazilian aircraft foreign instructor when there if no qualifi flight instructor in brazil aeronaut product manufactur,A,0.8817332466331286,0.8770320320180581,0.8753551459256602,0.8874934542779171
376,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Pilot licences do not expire, but the holder must only perform the activities if (i) he/she has  a valid aeronautical medical certificate and (ii) valid qualifications. Besides, to work as a pilot in command, he/she must also have operated flights in the last 90 days (item 61.21).",A,pilot licenc do not expir but the holder must onli perform the activ if i he/sh ha a valid aeronaut medic certif and ii valid qualif besid to work a a pilot in command he/sh must also have oper flight in the last day item 61.21,A,0.9052181721647863,0.8973289948965804,0.8967775438970361,0.9111835330921765
377,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",A,licenc may be issu to foreign pilot a long a they meet the requir and they are in a regular situat in brazil howev they can not oper brazilian aircraft which is forbidden by the brazilian aeronaut code,A,0.9524348585511968,0.9531440352868341,0.9514832301554943,0.9542030889796176
378,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",A,licenc may be issu to foreign pilot a long a they meet the requir and they are in a regular situat in brazil howev they can not oper brazilian aircraft which is forbidden by the brazilian aeronaut code,A,0.9524348585511968,0.9531440352868341,0.9514832301554943,0.9542030889796176
379,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",B,licenc may be issu to foreign pilot a long a they meet the requir and they are in a regular situat in brazil howev they can not oper brazilian aircraft which is forbidden by the brazilian aeronaut code,B,0.9524348585511968,0.9531440352868341,0.9514832301554943,0.9542030889796176
380,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",A,flight attend licenc may be issu to foreign citizen a long a they meet the requir and the licenc are need to oper a brazilian aircraft howev onli up to 1/3 of flight attend on board can be foreign worker and onli for intern flight in line with the brazilian aeronaut code,A,0.9425386968797317,0.9399640479348645,0.9376257230154396,0.9466927209532008
381,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",A,flight attend licenc may be issu to foreign citizen a long a they meet the requir and the licenc are need to oper a brazilian aircraft howev onli up to 1/3 of flight attend on board can be foreign worker and onli for intern flight in line with the brazilian aeronaut code,A,0.9425386968797317,0.9399640479348645,0.9376257230154396,0.9466927209532008
382,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",B,flight attend licenc may be issu to foreign citizen a long a they meet the requir and the licenc are need to oper a brazilian aircraft howev onli up to 1/3 of flight attend on board can be foreign worker and onli for intern flight in line with the brazilian aeronaut code,B,0.9425386968797317,0.9399640479348645,0.9376257230154396,0.9466927209532008
383,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To work as a flight mechanic or as a flight attendant, one must hold an appropriate licence according to this Regulation. ",A,to work a a flight mechan or a a flight attend one must hold an appropri licenc accord to thi regul,A,0.9111412800750798,0.9055139131070723,0.9020960630576198,0.9178602915346767
384,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To work as a flight mechanic or as a flight attendant, one must hold an appropriate licence according to this Regulation. ",A,to work a a flight mechan or a a flight attend one must hold an appropri licenc accord to thi regul,A,0.9111412800750798,0.9055139131070723,0.9020960630576198,0.9178602915346767
385,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight mechanic licence, one must meet different requirements, concerning (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an authorised school).",A,to obtain a flight mechan licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici iv medic exam v theoret knowledg pas a cours homolog by anac and pas a theoret test conduct by anac or an authoris school vi experi pas a train cours homolog by anac includ minimum flight hour and vii practic skill test conduct by anac or an authoris school,A,0.8429894712250723,0.834298944736042,0.8324906652104569,0.8370946872811902
386,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight mechanic licence, one must meet different requirements, concerning (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an authorised school).",A,to obtain a flight mechan licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici iv medic exam v theoret knowledg pas a cours homolog by anac and pas a theoret test conduct by anac or an authoris school vi experi pas a train cours homolog by anac includ minimum flight hour and vii practic skill test conduct by anac or an authoris school,A,0.8429894712250723,0.834298944736042,0.8324906652104569,0.8370946872811902
387,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Only Brazilian citizens holding a foreign flight mechanic licence may require its conversion to a Brazilian licence. Among the requirements for the conversion, the requester must present a Brazilian medical certificate.",A,onli brazilian citizen hold a foreign flight mechan licenc may requir it convers to a brazilian licenc among the requir for the convers the request must present a brazilian medic certif,A,0.8364690553131388,0.8309268906331584,0.8368300011927239,0.8360493491762524
388,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Only Brazilian citizens holding a foreign flight mechanic licence may require its conversion to a Brazilian licence. Among the requirements for the conversion, the requester must present a Brazilian medical certificate.",A,onli brazilian citizen hold a foreign flight mechan licenc may requir it convers to a brazilian licenc among the requir for the convers the request must present a brazilian medic certif,A,0.8364690553131388,0.8309268906331584,0.8368300011927239,0.8360493491762524
389,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight attendant licence, one must meet different requirements, concerning (i) age (18 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an authorised school).",A,to obtain a flight attend licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici iv medic exam v theoret knowledg pas a cours homolog by anac and pas a theoret test conduct by anac or an authoris school vi experi pas a train cours homolog by anac includ minimum flight hour and vii practic skill test conduct by anac or an authoris school,A,0.8438490770843957,0.8350956348660759,0.833440899803094,0.8389023325232435
390,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight attendant licence, one must meet different requirements, concerning (i) age (18 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an authorised school).",A,to obtain a flight attend licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici iv medic exam v theoret knowledg pas a cours homolog by anac and pas a theoret test conduct by anac or an authoris school vi experi pas a train cours homolog by anac includ minimum flight hour and vii practic skill test conduct by anac or an authoris school,A,0.8438490770843957,0.8350956348660759,0.833440899803094,0.8389023325232435
391,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Only Brazilian citizens holding a foreign flight attendant licence may require its conversion to a Brazilian licence. Among the requirements for the conversion, the requester must present a Brazilian medical certificate.",A,onli brazilian citizen hold a foreign flight attend licenc may requir it convers to a brazilian licenc among the requir for the convers the request must present a brazilian medic certif,A,0.8403132762137882,0.8343432521833223,0.840082711417103,0.842010693503106
392,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Only Brazilian citizens holding a foreign flight attendant licence may require its conversion to a Brazilian licence. Among the requirements for the conversion, the requester must present a Brazilian medical certificate.",A,onli brazilian citizen hold a foreign flight attend licenc may requir it convers to a brazilian licenc among the requir for the convers the request must present a brazilian medic certif,A,0.8403132762137882,0.8343432521833223,0.840082711417103,0.842010693503106
393,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"To perform as a flight dispatcher at an aircraft registered in Brazil, one must hold an appropriate licence according to this Regulation.",A,to perform a a flight dispatch at an aircraft regist in brazil one must hold an appropri licenc accord to thi regul,A,0.9100540550756538,0.9046789709634379,0.9018673172449333,0.912801152191284
394,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"Flight dispatcher licences do not expire, but the qualifications expire in 12 months from the practical skills test. The holder must only perform the activities if (i) he/she complies with the training requirements and (ii) he/she has recent experiences (20 dispatch or a practical skills test in the last 6 months – item 65.62).",A,flight dispatch licenc do not expir but the qualif expir in month from the practic skill test the holder must onli perform the activ if i he/sh compli with the train requir and ii he/sh ha recent experi dispatch or a practic skill test in the last month – item 65.62,A,0.9267636279204194,0.9187048598992824,0.9163274356105756,0.9290118812614037
395,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"To obtain a flight dispatcher licence, one must meet different requirements, concerning: (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency (for foreign citizens); (iv) experience (two years of service as airline transport pilot or flight mechanic) or training (passing a theoretical course conducted by a schoolcertified by ANAC); (v) theoretical knowledge (passing a test conducted by ANAC); (vi) practical experience (minimum number of hours); (vii) practical skills test (conducted by ANAC or an authorised flight school).",A,to obtain a flight dispatch licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici for foreign citizen iv experi two year of servic a airlin transport pilot or flight mechan or train pas a theoret cours conduct by a schoolcertifi by anac v theoret knowledg pas a test conduct by anac vi practic experi minimum number of hour vii practic skill test conduct by anac or an authoris flight school,A,0.9108201831644926,0.9025213687461701,0.9004626218801248,0.904249503525737
396,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"To obtain a flight dispatcher licence, one must meet different requirements, concerning: (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency (for foreign citizens); (iv) experience (two years of service as airline transport pilot or flight mechanic) or training (passing a theoretical course conducted by a schoolcertified by ANAC); (v) theoretical knowledge (passing a test conducted by ANAC); (vi) practical experience (minimum number of hours); (vii) practical skills test (conducted by ANAC or an authorised flight school).",A,to obtain a flight dispatch licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici for foreign citizen iv experi two year of servic a airlin transport pilot or flight mechan or train pas a theoret cours conduct by a schoolcertifi by anac v theoret knowledg pas a test conduct by anac vi practic experi minimum number of hour vii practic skill test conduct by anac or an authoris flight school,A,0.9108201831644926,0.9025213687461701,0.9004626218801248,0.904249503525737
397,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"To obtain an aircraft maintenance technician (AMT) licence, one must meet different requirements, concerning: (i) age (18 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency (for foreign citizens); (iv) theoretical knowledge (passing a course conducted by a school certified by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (v) practical experience (minimum number of hours); (vi) practical skills test (conducted by ANAC or an authorised flight school). Those holding a bachelor's degree in aeronautical, electrical, electronics, mechanics or aeronautical mechanics may be exempted from the technical course and only pass the theoretical test conducted by ANAC.",A,to obtain an aircraft mainten technician amt licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici for foreign citizen iv theoret knowledg pas a cours conduct by a school certifi by anac and pas a theoret test conduct by anac or an authoris school v practic experi minimum number of hour vi practic skill test conduct by anac or an authoris flight school those hold a bachelor 's degre in aeronaut electr electron mechan or aeronaut mechan may be exempt from the technic cours and onli pas the theoret test conduct by anac,A,0.9066339844773865,0.8976091976906305,0.8980342191918185,0.8961191556763095
398,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"To obtain an aircraft maintenance technician (AMT) licence, one must meet different requirements, concerning: (i) age (18 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency (for foreign citizens); (iv) theoretical knowledge (passing a course conducted by a school certified by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (v) practical experience (minimum number of hours); (vi) practical skills test (conducted by ANAC or an authorised flight school). Those holding a bachelor's degree in aeronautical, electrical, electronics, mechanics or aeronautical mechanics may be exempted from the technical course and only pass the theoretical test conducted by ANAC.",A,to obtain an aircraft mainten technician amt licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici for foreign citizen iv theoret knowledg pas a cours conduct by a school certifi by anac and pas a theoret test conduct by anac or an authoris school v practic experi minimum number of hour vi practic skill test conduct by anac or an authoris flight school those hold a bachelor 's degre in aeronaut electr electron mechan or aeronaut mechan may be exempt from the technic cours and onli pas the theoret test conduct by anac,A,0.9066339844773865,0.8976091976906305,0.8980342191918185,0.8961191556763095
399,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,"Aircraft maintenance technician (AMT) licences do not expire, neither the qualifications. However, the holder must only perform the activities if he/she has recent experiences (worked as AMT for at least 6 months in the last 2 years - item 65.83). Every three years, the holder must re-register the licence at ANAC.",A,aircraft mainten technician amt licenc do not expir neither the qualif howev the holder must onli perform the activ if he/sh ha recent experi work a amt for at least month in the last year item 65.83 everi three year the holder must re-regist the licenc at anac,A,0.927523461360929,0.9225523361178714,0.9183514888271442,0.9292349013143691
400,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"To provide courses for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians, a firm must be a certified school and hold the respective instruction certificate. To obtain a certification as a civil aviation instruction centre (CIAC), one must meet different requirements, concerning: (i) training programme; (ii) facilities; (iii) equipment; (iv) personnel; and (v) instructional material. The requirements vary according to the course the school intend to provide.",A,to provid cours for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a firm must be a certifi school and hold the respect instruct certif to obtain a certif a a civil aviat instruct centr ciac one must meet differ requir concern i train programm ii facil iii equip iv personnel and v instruct materi the requir vari accord to the cours the school intend to provid,A,0.8378409357410332,0.8318327955404893,0.8312706067865305,0.8410415309672623
401,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"To provide courses for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians, a firm must be a certified school and hold the respective instruction certificate. To obtain a certification as a civil aviation instruction centre (CIAC), one must meet different requirements, concerning: (i) training programme; (ii) facilities; (iii) equipment; (iv) personnel; and (v) instructional material. The requirements vary according to the course the school intend to provide.",A,to provid cours for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a firm must be a certifi school and hold the respect instruct certif to obtain a certif a a civil aviat instruct centr ciac one must meet differ requir concern i train programm ii facil iii equip iv personnel and v instruct materi the requir vari accord to the cours the school intend to provid,A,0.8378409357410332,0.8318327955404893,0.8312706067865305,0.8410415309672623
402,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"To provide courses for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians, a firm must be a certified school and hold the respective instruction certificate. To obtain a certification as a civil aviation instruction centre (CIAC), one must meet different requirements, concerning: (i) training programme; (ii) facilities; (iii) equipment; (iv) personnel; and (v) instructional material. The requirements vary according to the course the school intend to provide.",A,to provid cours for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a firm must be a certifi school and hold the respect instruct certif to obtain a certif a a civil aviat instruct centr ciac one must meet differ requir concern i train programm ii facil iii equip iv personnel and v instruct materi the requir vari accord to the cours the school intend to provid,A,0.8378409357410332,0.8318327955404893,0.8312706067865305,0.8410415309672623
403,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"If the civil aviation instruction centre (CIAC) provides practical flight training, an authorisation by ANAC is required.",A,if the civil aviat instruct centr ciac provid practic flight train an authoris by anac is requir,A,0.7839745657198167,0.7729371900428867,0.772348126171155,0.7817389190719456
404,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"If the civil aviation instruction centre (CIAC) provides practical flight training, an authorisation by ANAC is required.",A,if the civil aviat instruct centr ciac provid practic flight train an authoris by anac is requir,A,0.7839745657198167,0.7729371900428867,0.772348126171155,0.7817389190719456
405,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"If the civil aviation instruction centre (CIAC) provides practical flight training, an authorisation by ANAC is required.",A,if the civil aviat instruct centr ciac provid practic flight train an authoris by anac is requir,A,0.7839745657198167,0.7729371900428867,0.772348126171155,0.7817389190719456
406,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"A civil aviation instruction centre (CIAC) may give practical tests for obtaining and revalidating licences, qualifications and certificates (for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians), as long as it holds an authorisation by ANAC.",A,a civil aviat instruct centr ciac may give practic test for obtain and revalid licenc qualif and certif for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a long a it hold an authoris by anac,A,0.876159242705848,0.8663528430021272,0.861457666796425,0.8796492422249026
407,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"A civil aviation instruction centre (CIAC) may give practical tests for obtaining and revalidating licences, qualifications and certificates (for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians), as long as it holds an authorisation by ANAC.",A,a civil aviat instruct centr ciac may give practic test for obtain and revalid licenc qualif and certif for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a long a it hold an authoris by anac,A,0.876159242705848,0.8663528430021272,0.861457666796425,0.8796492422249026
408,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"A civil aviation instruction centre (CIAC) may give practical tests for obtaining and revalidating licences, qualifications and certificates (for pilots, flight mechanics, flight attendants, flight dispatchers and aircraft maintenance technicians), as long as it holds an authorisation by ANAC.",A,a civil aviat instruct centr ciac may give practic test for obtain and revalid licenc qualif and certif for pilot flight mechan flight attend flight dispatch and aircraft mainten technician a long a it hold an authoris by anac,A,0.876159242705848,0.8663528430021272,0.861457666796425,0.8796492422249026
409,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"ANAC may accredit examiners from a civil aviation instruction centre (CIAC) to give practical tests. The requester must comply with different requirements: (i) be part of a civil aviation instruction centre (CIAC) certified by ANAC; (ii) prove minimum required experience (for aircraft examiners, 500 hours of aircraft flight instruction; for helicopters, 250 hours of helicopter flight instruction; for other categories, 2 years of instruction); (iii) hold valid licences and certifications for which is sought; (iv) examiner course conducted by ANAC or an authorised institution; and (v) pass a practical test for accredited examiner.",A,anac may accredit examin from a civil aviat instruct centr ciac to give practic test the request must compli with differ requir i be part of a civil aviat instruct centr ciac certifi by anac ii prove minimum requir experi for aircraft examin hour of aircraft flight instruct for helicopt hour of helicopt flight instruct for other categori year of instruct iii hold valid licenc and certif for which is sought iv examin cours conduct by anac or an authoris institut and v pas a practic test for accredit examin,A,0.9087273042125839,0.8988078329739531,0.8979816519741173,0.9026479183679825
410,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"ANAC may accredit examiners from a civil aviation instruction centre (CIAC) to give practical tests. The requester must comply with different requirements: (i) be part of a civil aviation instruction centre (CIAC) certified by ANAC; (ii) prove minimum required experience (for aircraft examiners, 500 hours of aircraft flight instruction; for helicopters, 250 hours of helicopter flight instruction; for other categories, 2 years of instruction); (iii) hold valid licences and certifications for which is sought; (iv) examiner course conducted by ANAC or an authorised institution; and (v) pass a practical test for accredited examiner.",A,anac may accredit examin from a civil aviat instruct centr ciac to give practic test the request must compli with differ requir i be part of a civil aviat instruct centr ciac certifi by anac ii prove minimum requir experi for aircraft examin hour of aircraft flight instruct for helicopt hour of helicopt flight instruct for other categori year of instruct iii hold valid licenc and certif for which is sought iv examin cours conduct by anac or an authoris institut and v pas a practic test for accredit examin,A,0.9087273042125839,0.8988078329739531,0.8979816519741173,0.9026479183679825
411,Regulation (RBAC) 141/2019 by National Civil Aviation Agency – Civil aviation schools,"ANAC may accredit examiners from a civil aviation instruction centre (CIAC) to give practical tests. The requester must comply with different requirements: (i) be part of a civil aviation instruction centre (CIAC) certified by ANAC; (ii) prove minimum required experience (for aircraft examiners, 500 hours of aircraft flight instruction; for helicopters, 250 hours of helicopter flight instruction; for other categories, 2 years of instruction); (iii) hold valid licences and certifications for which is sought; (iv) examiner course conducted by ANAC or an authorised institution; and (v) pass a practical test for accredited examiner.",A,anac may accredit examin from a civil aviat instruct centr ciac to give practic test the request must compli with differ requir i be part of a civil aviat instruct centr ciac certifi by anac ii prove minimum requir experi for aircraft examin hour of aircraft flight instruct for helicopt hour of helicopt flight instruct for other categori year of instruct iii hold valid licenc and certif for which is sought iv examin cours conduct by anac or an authoris institut and v pas a practic test for accredit examin,A,0.9087273042125839,0.8988078329739531,0.8979816519741173,0.9026479183679825
