,file_name,text,lang,length
2170,PH_RA 7160 Local Government Code 1991," 462. Existing Sub-Provinces. – Existing sub-provinces are hereby converted into regular provinces upon approval by a majority of the votes cast in a plebiscite to be held in the said subprovinces and the original provinces directly affected. The plebiscite shall be conducted by the COMELEC simultaneously with the national elections following the effectivity of this Code.   Page 254 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM The new legislative districts created as a result of such conversion shall continue to be represented in Congress by the duly-elected representatives of the original districts out of which said new provinces or districts were created until their own representatives shall have been elected in the next regular congressional elections and qualiced. The incumbent elected o5cials of the said subprovinces converted into regular provinces shall continue to hold o5ce until June 30, 1992. Any vacancy occurring in the o5ces occupied by said incumbent elected o5cials, or resulting from expiration of their terms of o5ce in case of a negative vote in the plebiscite results, shall be clled by appointment by the President. The appointees shall hold o5ce until their successors shall have been elected in the regular local elections following the plebiscite mentioned herein and qualiced. After effectivity of such conversion, the President shall cll up the position of governor of the newly-created province through appointment if none has yet been appointed to the same as hereinbefore provided, and shall also appoint a vice-governor and the other members of the sangguniang panlalawigan, all of whom shall likewise hold o5ce until their successors shall have been elected in the next regular local elections and qualiced. All qualiced appointive o5cials and employees in the career service of the said subprovinces at the time of their conversion into regular provinces shall continue in o5ce in accordance with civil service law, rules and regulations.",en,295
2171,PH_RA 7160 Local Government Code 1991," 461. Requisites for Creation. – (a) A province may be created if it has an average annual income, as certiced by the Department of Finance, of not less than Twenty million pesos (P20,000,000.00) based on 1991 constant prices and either of the following requisites: (i) a contiguous territory of at least two thousand (2,000) square kilometers, as certiced by the Lands Management Bureau; or (ii) a population of not less than two hundred cfty thousand (250,000) inhabitants as certiced by the National Statistics O5ce: Provided, That, the creation thereof shall not reduce the land area, population, and income of the original unit or units at the time of said creation to less than the minimum requirements prescribed herein. (b) The territory need not be contiguous if it comprises two (2) or more islands or is separated by a chartered city or cities which do not contribute to the income of the province. (c) The average annual income shall include the income accruing to the general fund, exclusive of special funds, trust funds, transfers and non-recurring income.",en,163
2172,PH_RA 7160 Local Government Code 1991," 460. Manner of Creation. – A province may be created, divided, merged, abolished, or its boundary substantially altered, only by an Act of Congress and subject to approval by a majority of the votes cast in a plebiscite to be conducted by the COMELEC in the local government unit or units directly affected. The plebiscite shall be held within one hundred twenty (120) days from the date of effectivity of said Act, unless otherwise provided therein.",en,72
2173,PH_RA 7160 Local Government Code 1991," 459. Role of the Province. – The province, composed of a cluster of municipalities, or municipalities and component cities, and as a political and corporate unit of government, serves as dynamic mechanism for developmental processes and effective governance of local   Page 253 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM government units within its territorial jurisdiction.",en,63
2176,PH_RA 7160 Local Government Code 1991," 458. Powers, Duties, Functions and Compensation. – (a) The sangguniang panlungsod, as the legislative body of the city, shall enact ordinances, approve resolutions and appropriate funds for the general welfare of the city and its inhabitants pursuant to Section 16 of this Code   Page 243 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM and in the proper exercise of the corporate powers of the city as provided for under Section 22 of this Code, and shall: (1) Approve ordinances and pass resolutions necessary for an e5cient and effective city government, and in this connection, shall: (i) Review all ordinances approved by the sangguniang barangay and executive orders issued by the punong barangay to determine whether these are within the scope of the prescribed powers of the sanggunian and of the punong barangay; (ii) Maintain peace and order by enacting measures to prevent and suppress lawlessness, disorder, riot, violence, rebellion or sedition and impose penalties for violation of said ordinances; (iii) Approve ordinances imposing a cne not exceeding Five thousand pesos (P5,000.00) or an imprisonment for a period not exceeding one (1) year, or both in the discretion of the court, for the violation of a city ordinance; (iv) Adopt measures to protect the inhabitants of the city from the harmful effects of man-made or natural disasters and calamities, and to provide relief services and assistance for victims during and in the aftermath of said disasters or calamities and their return to productive livelihood following said events; (v) Enact ordinances intended to prevent, suppress and impose appropriate penalties for habitual drunkenness in public places, vagrancy, mendicancy, prostitution, establishment and maintenance of houses of ill repute, gambling and other prohibited games of chance, fraudulent devices and ways to obtain money or property, drug addiction, maintenance of drug dens, drug pushing, juvenile delinquency, the printing, distribution or exhibition of obscene or pornographic materials or publications, and such other activities inimical to the welfare and morals of the inhabitants of the city.   Page 244 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (vi) Protect the environment and impose appropriate penalties for acts which endanger the environment, such as dynamite cshing and other forms of destructive cshing, illegal logging and smuggling of logs, smuggling of natural resources products and of endangered species of hora and fauna, slash and burn farming, and such other activities which result in pollution, acceleration of eutrophication of rivers and lakes, or of ecological imbalance; (vii) Subject to the provisions of this Code and pertinent laws, determine the powers and duties of o5cials and employees of the city; (viii) Determine the positions and the salaries, wages, allowances and other emoluments and benects of o5cials and employees paid wholly or mainly from city funds and provide for expenditures necessary for the proper conduct of programs, projects, services, and activities of the city government; (ix) Authorize the payment of compensation to a qualiced person not in the government service who clls up a temporary vacancy or grant honorarium to any qualiced o5cial or employee designated to cll a temporary vacancy in a concurrent capacity, at the rate authorized by law; (x) Provide a mechanism and the appropriate funds therefor, to ensure the safety and protection of all city government property, public documents, or records such as those relating to property inventory, land ownership, records of births, marriages, deaths, assessments, taxation, accounts, business permits, and such other records and documents of public interest in the o5ces and departments of the city government; (xi) When the cnances of the city government allow, provide for additional allowances and other benects to judges, prosecutors, public elementary and high school teachers, and other national government o5cials stationed in or assigned to the city; (xii) Provide legal assistance to barangay o5cials who, in the performance of their o5cial duties or on the occasion thereof, have to initiate judicial proceedings or defend themselves against legal action; and   Page 245 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (xiii) Provide for group insurance or additional insurance coverage for all barangay o5cials, including members of barangay tanod brigades and other service units, with public or private insurance companies, when the cnances of the city government allow said coverage; (2) Generate and maximize the use of resources and revenues for the development plans, program objectives and priorities of the city as provided for under Section 18 of this Code, with particular attention to agro-industrial development and city-wide growth and progress, and relative thereto, shall: (i) Approve the annual and supplemental budgets of the city government and appropriate funds for specicc programs, projects, services and activities of the city, or for other purposes not contrary to law, in order to promote the general welfare of the city and its inhabitants; (ii) Subject to the provisions of Book II of this Code and applicable laws and upon the majority vote of all the members of the sangguniang panlungsod, enact ordinances levying taxes, fees and charges, prescribing the rates thereof for general and specicc purposes, and granting tax exemptions, incentives or reliefs; (iii) Subject to the provisions of Book II of this Code and upon the majority vote of all the members of the sangguniang panlungsod, authorize the city mayor to negotiate and contract loans and other forms of indebtedness; (iv) Subject to the provisions of Book II of this Code and applicable laws and upon the majority vote of all the members of the sangguniang panlungsod, enact ordinances authorizing the hoating of bonds or other instruments of indebtedness, for the purpose of raising funds to cnance development projects; (v) Appropriate funds for the construction and maintenance or the rental of buildings for the use of the city; and, upon the majority vote of all the members of the sangguniang panlungsod, authorize the city mayor to lease to private parties such public buildings held in a proprietary capacity, subject to existing laws, rules and regulations;   Page 246 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (vi) Prescribe reasonable limits and restraints on the use of property within the jurisdiction of the city; (vii) Adopt a comprehensive land use plan for the city: Provided, That in the case of component cities, the formulation, adoption or modiccation of said plan shall be in coordination with the approved provincial comprehensive land use plan; (viii) Reclassify land within the jurisdiction of the city, subject to the pertinent provisions of this Code; (ix) Enact integrated zoning ordinances in consonance with the approved comprehensive land use plan, subject to existing laws, rules and regulations; establish cre limits or zones, particularly in populous centers; and regulate the construction, repair or modiccation of buildings within said cre limits or zones in accordance with the provisions of the Fire Code; (x) Subject to national law, process and approve subdivision plans for residential, commercial, or industrial purposes and other development purposes, and to collect processing fees and other charges, the proceeds of which shall accrue entirely to the city: Provided, however, That where approval of a national agency or o5ce is required, said approval shall not be withheld for more than thirty (30) days from receipt of the application. Failure to act on the application within the period stated above shall be deemed as approval thereof; (xi) Subject to the provisions of Book II of this Code, grant the exclusive privilege of constructing csh corrals or csh pens, or the taking or catching of bangus fry, prawn fry or kawag-kawag, or fry of any species or csh within the city waters; (xii) With the concurrence of at least two-thirds (2/3) of all the members of the sangguniang panlungsod, grant tax exemptions, incentives or reliefs to entities engaged in community growth- inducing industries, subject to the provisions of Chapter 5, Title I, Book II of this Code;   Page 247 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (xiii) Grant loans or provide grants to other local government units or to national, provincial, and city charitable, benevolent or educational institutions: Provided, That, said institutions are operated and maintained within the city; (xiv) Regulate the numbering of residential, commercial and other buildings; and (xv) Regulate the inspection, weighing and measuring of articles of commerce. (3) Subject to the provisions of Book II of this Code, enact ordinances granting franchises and authorizing the issuance of permits or licenses, upon such conditions and for such purposes intended to promote the general welfare of the inhabitants of the city and pursuant to this legislative authority shall: (i) Fix and impose reasonable fees and charges for all services rendered by the city government to private persons or entities; (ii) Regulate or cx license fees for any business or practice of profession within the city and the conditions under which the license for said business or practice of profession may be revoked and enact ordinances levying taxes thereon; (iii) Provide for and set the terms and conditions under which public utilities owned by the city shall be operated by the city government, and prescribe the conditions under which the same may be leased to private persons or entities, preferably cooperatives; (iv) Regulate the display of and cx the license fees for signs, signboards, or billboards at the place or places where the profession or business advertised thereby is, in whole or in part, conducted; (v) Any law to the contrary notwithstanding, authorize and license the establishment, operation, and maintenance of cockpits, and regulate cockcghting and commercial breeding of gamecocks: Provided, That existing rights should not be prejudiced;   Page 248 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (vi) Subject to the guidelines prescribed by the Department of Transportation and Communications, regulate the operation of tricycles and grant franchises for the operation thereof within the territorial jurisdiction of the city; and (vii) Upon approval by a majority vote of all the members of the sangguniang panlungsod: grant a franchise to any person, partnership, corporation, or cooperative to do business within the city; establish, construct, operate and maintain ferries, wharves, markets or slaughterhouses; or undertake such other activities within the city as may be allowed by existing laws: Provided, That, cooperatives shall be given preference in the grant of such franchise. (4) Regulate activities relative to the use of land, buildings and structures within the city in order to promote the general welfare and for said purpose shall: (i) Declare, prevent or abate any nuisance; (ii) Require that buildings and the premises thereof and any land within the city be kept and maintained in a sanitary condition; impose penalties for any violation thereof; or, upon failure to comply with said requirement, have the work done at the expense of the owner, administrator or tenant concerned; or require the clling up of any land or premises to a grade necessary for proper sanitation; (iii) Regulate the disposal of clinical and other wastes from hospitals, clinics and other similar establishments; (iv) Regulate the establishment, operation and maintenance of cafes, restaurants, beerhouses, hotels, motels, inns, pension houses, lodging houses, and other similar establishments, including tourist guides and transports; (v) Regulate the sale, giving away or dispensing of any intoxicating malt, vino, mixed or fermented liquors at any retail outlet;   Page 249 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (vi) Regulate the establishment and provide for the inspection of steam boilers or any heating device in buildings and the storage of inhammable and highly combustible materials within the city; (vii) Regulate the establishment, operation, and maintenance of any entertainment or amusement facilities, including theatrical performances, circuses, billiard pools, public dancing schools, public dance halls, sauna baths, massage parlors, and other places for entertainment or amusement; regulate such other events or activities for amusement or entertainment, particularly those which tend to disturb the community or annoy the inhabitants, or require the suspension or suppression of the same; or prohibit certain forms of amusement or entertainment in order to protect the social and moral welfare of the community; (viii) Provide for the impounding of stray animals; regulate the keeping of animals in homes or as part of a business, and the slaughter, sale or disposition of the same; and adopt measures to prevent and penalize cruelty to animals; and (ix) Regulate the establishment, operation and maintenance of funeral parlors and the burial or cremation of the dead, subject to existing laws, rules and regulations. (5) Approve ordinances which shall ensure the e5cient and effective delivery of the basic services and facilities as provided for under Section 17 of this Code, and in addition to said services and facilities, shall: (i) Provide for the establishment, maintenance, protection, and conservation of communal forests and watersheds, tree parks, greenbelts, mangroves, and other similar forest development projects; (ii) Establish markets, slaughterhouses or animal corrals and authorize the operation thereof by the city government; and regulate the construction and operation of private markets, talipapas or other similar buildings and structures;   Page 250 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (iii) Authorize the establishment, maintenance and operation by the city government of ferries, wharves, and other structures intended to accelerate productivity related to marine and seashore or offshore activities; (iv) Regulate the preparation and sale of meat, poultry, csh, vegetables, fruits, fresh dairy products, and other foodstuffs for public consumption; (v) Regulate the use of streets, avenues, alleys, sidewalks, bridges, parks and other public places and approve the construction, improvement, repair and maintenance of the same; establish bus and vehicle stops and terminals or regulate the use of the same by privately-owned vehicles which serve the public; regulate garages and the operation of conveyances for hire; designate stands to be occupied by public vehicles when not in use; regulate the putting up of signs, signposts, awnings and awning posts on the streets; and provide for the lighting, cleaning and sprinkling of streets; and public places; (vi) Regulate tra5c on all streets and bridges; prohibit encroachments or obstacles thereon, and when necessary in the interest of public welfare, authorize the removal or encroachments and illegal constructions in public places; (vii) Subject to existing laws, establish and provide for the maintenance, repair and operation of an e5cient waterworks system to supply water for the inhabitants and to purify the source of the water supply; regulate the construction, maintenance, repair and use of hydrants, pumps, cisterns and reservoirs; protect the purity and quantity of the water supply of the city and, for this purpose, extend the coverage of appropriate ordinances over all territory within the drainage area of said water supply and within one hundred (100) meters of the reservoir, conduit, canal, aqueduct, pumping station, or watershed used in connection with the water service; and regulate the consumption, use or wastage of water and cx and collect charges therefor; (viii) Regulate the drilling and excavation of the ground for the laying of water, gas, sewer, and other pipes and the construction, repair and maintenance of public drains, sewers, cesspools, tunnels and similar structures; regulate the placing of poles and the use of crosswalks, curbs, and   Page 251 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM gutters; adopt measures to ensure public safety against open canals, manholes, live wires and other similar hazards to life and property; and regulate the construction and use of private water closets, privies and other similar structures in buildings and homes; (ix) Regulate the placing, stringing, attaching, installing, repair and construction of all gas mains, electric, telegraph and telephone wires, conduits, meters and other apparatus; and provide for the correction, condemnation or removal of the same when found to be dangerous, defective, or otherwise hazardous to the welfare of the inhabitants; (x) Subject to the availability of funds and to existing laws, rules and regulations, establish and provide for the operation of vocational and technical schools and similar post-secondary institutions and, with the approval of the Department of Education, Culture and Sports and subject to existing law on tuition fees, cx and collect reasonable tuition fees and other school charges in educational institutions supported by the city government; (xi) Establish a scholarship fund for poor but deserving students in schools located within its jurisdiction or for students residing within the city; (xii) Approve measures and adopt quarantine regulations to prevent the introduction and spread of diseases; (xiii) Provide for an e5cient and effective system of solid waste and garbage collection and disposal; prohibit littering and the placing or throwing of garbage, refuse and other clth and wastes; (xiv) Provide for the care of disabled persons, paupers, the aged, the sick, persons of unsound mind, abandoned minors, juvenile delinquents, drug dependents, abused children and other needy and disadvantaged persons, particularly children and youth below eighteen (18) years of age; and subject to availability of funds, establish and provide for the operation of centers and facilities for said needy and disadvantaged persons;   Page 252 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (xv) Establish and provide for the maintenance and improvement of jails and detention centers, institute a sound jail management program, and appropriate funds for the subsistence of detainees and convicted prisoners in the city; (xvi) Establish a city council whose purpose is the promotion of culture and the arts, coordinate with government agencies and non-governmental organizations and, subject to the availability of funds, appropriate funds for the support and development of the same; and (xvii) Establish a city council for the elderly which shall formulate policies and adopt measures mutually beneccial to the elderly and to the community; provide incentives for non-governmental agencies and entities and, subject to the availability of funds, appropriate funds to support programs and projects for the benect of the elderly; and (6) Exercise such other powers and perform such other duties and functions as may be prescribed by law or ordinance. (b) The members of the sangguniang panlungsod of component cities shall receive a minimum monthly compensation corresponding to Salary Grade twenty-cve (25) and members of the sangguniang panlungsod of highly-urbanized cities shall receive a minimum monthly compensation corresponding to Salary Grade twenty-seven (27), as prescribed under Republic Act No. 6758 and the implementing guidelines issued pursuant thereto.",en,2864
2177,PH_RA 7160 Local Government Code 1991," 457. Composition – (a) The sangguniang panlungsod, the legislative body of the city, shall be composed of the city vice-mayor as presiding o5cer, the regular sanggunian members, the president of the city chapter of the liga ng mga barangay, the president of the panlungsod na pederasyon ng mga sangguniang kabataan, and the sectoral representatives, as members. (b) In addition thereto, there shall be three (3) sectoral representatives: one (1) from the women; and as shall be determined by the sanggunian concerned within ninety (90) days prior to the holding of the local elections, one (1) from the agricultural or industrial workers; and one (1) from the other sectors, including the urban poor, indigenous cultural communities, or disabled persons. (c) The regular members of the sangguniang panlungsod and the sectoral representatives shall be elected in the manner as may be provided for by law.",en,134
2179,PH_RA 7160 Local Government Code 1991," 456. Powers, Duties and Compensation. – (a) The city vice-mayor shall: (1) Be the presiding o5cer of the sangguniang panlungsod and sign all warrants drawn on the city treasury for all expenditures appropriated for the operation of the sangguniang panlungsod; (2) Subject to civil service law, rules and regulations, appoint all o5cials and employees of the sangguniang panlungsod, except those whose manner of appointment is speciccally provided in this Code;   Page 242 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (3) Assume the o5ce of the city mayor for the unexpired term of the latter in the event of permanent vacancy as provided for in Section 44, Book I of this Code; (4) Exercise the powers and perform the duties and functions of the city mayor in cases of temporary vacancy as provided for in Section 46, Book I of this Code; and (5) Exercise such other powers and perform such other duties and functions as may be prescribed by law or ordinance. (b) The city vice-mayor shall receive a monthly compensation corresponding to Salary Grade twenty-eight (28) for a highly urbanized city and Salary Grade twenty-six (26) for a component city, as prescribed under R.A. No. 6758 and the implementing guidelines issued pursuant thereto.",en,201
2181,PH_RA 7160 Local Government Code 1991," 18 of this Code, particularly those resources and revenues programmed for agro- industrial development and countryside growth and progress and, relative thereto, shall: (i) Require each head of an o5ce or department to prepare and submit an estimate of appropriations for the ensuing calendar year, in accordance with the budget preparation process under Title Five, Book II of this Code;   Page 240 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (ii) Prepare and submit to the sanggunian for approval the executive and supplemental budgets of the city for the ensuing calendar year in the manner provided for under Title Five, Book II of this Code; (iii) Ensure that all taxes and other revenues of the city are collected, and that city funds are applied to the payment of expenses and settlement of obligations of the city, in accordance with law or ordinance; (iv) Issue licenses and permits and suspend or revoke the same for any violation of the conditions upon which said licenses or permits had been issued, pursuant to law or ordinance; (v) Issue permits, without need of approval therefor from any national agency, for the holding of activities for any charitable or welfare purpose, excluding prohibited games of chance or shows contrary to law, public policy and public morals; (vi) Require owners of illegally constructed houses, buildings or other structures to obtain the necessary permit, subject to such cnes and penalties as may be imposed by law or ordinance, or to make necessary changes in the construction of the same when said construction violates any law or ordinance, or to order the demolition or removal of said house, building or structure within the period prescribed by law or ordinance; (vii) Adopt adequate measures to safeguard and conserve land, mineral, marine, forest, and other resources of the city; (viii) Provide e5cient and effective property and supply management in the city; and protect the funds, credits, rights and other properties of the city; and (ix) Institute or cause to be instituted administrative or judicial proceedings for violation of ordinances in the collection of taxes, fees or charges, and for the recovery of funds and property; and cause the city to be defended against all suits to ensure that its interests, resources and rights shall be adequately protected;   Page 241 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (4) Ensure the delivery of basic services and the provision of adequate facilities as provided for under Section 17 of this Code and, in addition thereto, shall: (i) Ensure that the construction and repair of roads and highways funded by the national government shall be, as far as practicable, carried out in a spatially contiguous manner and in coordination with the construction and repair of the roads and bridges of the city, and in the case of component cities, of the city and of the province; and (ii) Coordinate the implementation of technical services, including public works and infrastructure programs, rendered by national o5ces in the case of highly urbanized and independent component cities, and by national and provincial o5ces in the case of component cities; and (5) Exercise such other powers and perform such other duties and functions as may be prescribed by law or ordinance. (c) During his incumbency, the city mayor shall hold o5ce in the city hall. (d) The city mayor shall receive a minimum monthly compensation corresponding to Salary Grade Thirty (30) as prescribed under R.A. No. 6758 and the implementing guidelines issued pursuant thereto.",en,554
2182,PH_RA 7160 Local Government Code 1991," 455. Chief Executive; Powers, Duties and Compensation. – (a) The city mayor, as chief executive of the city government, shall exercise such powers and perform such duties and functions as provided by this Code and other laws. (b) For e5cient, effective and economical governance the purpose of which is the general welfare of the city and its inhabitants pursuant to Section 16 of this Code, the city mayor shall:   Page 236 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (1) Exercise general supervision and control over all programs, projects, services, and activities of the city government, and in this connection, shall: (i) Determine the guidelines of city policies and be responsible to the sangguniang panlungsod for the program of government; (ii) Direct the formulation of the city development plan, with the assistance of the city development council, and upon approval thereof by the sangguniang panlungsod, implement the same; (iii) Present the program of government and propose policies and projects for the consideration of the sangguniang panlungsod at the opening of the regular session of the sangguniang panlungsod every calendar year and as often as may be deemed necessary as the general welfare of the inhabitants and the needs of the city government may require; (iv) Initiate and propose legislative measures to the sangguniang panlungsod and as often as may be deemed necessary, provide such information and data needed or requested by said sanggunian in the performance of its legislative functions; (v) Appoint all o5cials and employees whose salaries and wages are wholly or mainly paid out of city funds and whose appointments are not otherwise provided for in this Code, as well as those he may be authorized by law to appoint; (vi) Represent the city in all its business transactions and sign in its behalf all bonds, contracts, and obligations, and such other documents upon authority of the sangguniang panlungsod or pursuant to law or ordinance; (vii) Carry out such emergency measures as may be necessary during and in the aftermath of man-made and natural disasters and calamities; (viii) Determine the time, manner and place of payment of salaries or wages of the o5cials and employees of the city, in accordance with law or ordinance;   Page 237 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (ix) Allocate and assign o5ce space to city and other o5cials and employees who, by law or ordinance, are entitled to such space in the city hall and other buildings owned or leased by the city government; (x) Ensure that all executive o5cials and employees of the city faithfully discharge their duties and functions as provided by law and this Code, and cause to be instituted administrative or judicial proceedings against any o5cial or employee of the city who may have committed an offense in the performance of his o5cial duties; (xi) Examine the books, records and other documents of all o5ces, o5cials, agents or employees of the city and, in aid of his executive powers and authority, require all national o5cials and employees stationed in or assigned to the city to make available to him such books, records, and other documents in their custody, except those classiced by law as concdential; (xii) Furnish copies of executive orders issued by him, to the provincial governor in the case of component city mayors, to the O5ce of the President in the case of highly-urbanized city mayors, and to their respective metropolitan council chairmen in the case of mayors of cities in the Metropolitan Manila Area and other metropolitan political subdivisions, within seventy-two (72) hours after their issuance; (xiii) Visit component barangays of the city at least once every six (6) months to deepen his understanding of problems and conditions, listen and give appropriate counsel to local o5cials and inhabitants, inform the component barangay o5cials and inhabitants of general laws and ordinances which especially concern them, and otherwise conduct visits and inspections to ensure that the governance of the city will improve the quality of life of the inhabitants; (xiv) Act on leave applications of o5cials and employees appointed by him and the commutation of the monetary value of their leave credits in accordance with law; (xv) Authorize o5cial trips of city o5cials and employees outside of the city for a period not exceeding thirty (30) days;   Page 238 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (xvi) Call upon any national o5cial or employee stationed in or assigned to the city to advise him on matters affecting the city and to make recommendations thereon; coordinate with said o5cial or employee in the formulation and implementation of plans, programs and projects; and, when appropriate, initiate an administrative or judicial action against a national government o5cial or employee who may have committed an offense in the performance of his o5cial duties while stationed in or assigned to the city; (xvii) Authorize payment for medical care, necessary transportation, subsistence, hospital or medical fees of city o5cials and employees who are injured while in the performance of their duties and functions, subject to availability of funds; (xviii) Solemnize marriages, any provision of law to the contrary notwithstanding; (xix) Conduct an annual palarong panlungsod, which shall feature traditional sports and disciplines included in national and international games, in coordination with the Department of Education, Culture and Sports; and (xx) Submit to the provincial governor, in the case of component cities; to the O5ce of the President, in the case of highly-urbanized cities; to their respective metropolitan authority council chairmen and to the O5ce of the President, in the case of cities of the Metropolitan Manila Area and other metropolitan political subdivisions, the following reports: an annual report containing a summary of all matters pertinent to the management, administration and development of the city and all information and data relative to its political, social and economic conditions; and supplemental reports when unexpected events and situations arise at any time during the year, particularly when man-made or natural disasters or calamities affect the general welfare of the city, province, region or country; (2) Enforce all laws and ordinances relative to the governance of the city and in the exercise of the appropriate corporate powers provided for under Section 22 of this Code, implement all approved policies, programs, projects, services and activities of the city and, in addition to the foregoing, shall:   Page 239 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (i) Ensure that the acts of the city’s component barangays and of its o5cials and employees are within the scope of their prescribed powers, duties and functions; (ii) Call conventions, conferences, seminars, or meetings of any elective and appointive o5cials of the city, including provincial o5cials and national o5cials and employees stationed in or assigned to the city, at such time and place and on such subject as he may deem important for the promotion of the general welfare of the local government unit and its inhabitants; (iii) Issue such executive orders for the faithful and appropriate enforcement and execution of laws and ordinances; (iv) Be entitled to carry the necessary crearm within his territorial jurisdiction; (v) Act as the deputized representative of the National Police Commission, formulate the peace and order plan of the city and upon its approval, implement the same; and as such exercise general and operational control and supervision over the local police forces in the city, in accordance with R.A. No. 6975; (vi) Call upon the appropriate law enforcement agencies to suppress disorder, riot, lawless violence, rebellion or sedition, or to apprehend violators of the law when public interest so requires and the city police forces are inadequate to cope with the situations or the violators; (3) Initiate and maximize the generation of resources and revenues, and apply the same to the implementation of development plans, program objectives and priorities as provided for under",en,1241
2185,PH_RA 7160 Local Government Code 1991," 454. O5cials of the City Government. – (a) There shall be in each city a mayor, a vice- mayor, sangguniang panlungsod members, a secretary to the sangguniang panlungsod, a city treasurer, a city assessor, a city accountant, a city budget o5cer, a city planning and development coordinator, a city engineer, a city health o5cer, a city civil registrar, a city administrator, a city legal o5cer, a city veterinarian, a city social welfare and development o5cer, and a city general services o5cer. (b) In addition thereto, the city mayor may appoint a city architect, a city information o5cer, a city agriculturist, a city population o5cer, a city environment and natural resources o5cer, and a city cooperatives o5cer. The appointment of a city population o5cer shall be optional in the city: Provided, however, That cities which have existing population o5ces shall continue to maintain such o5ces for a period of cve (5) years from the date of the effectivity of this Code, after which said o5ces shall become optional. (c) The sangguniang panlungsod may: (1) Maintain existing o5ces not mentioned in subsections (a) and (b) hereof;   Page 235 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (2) Create such other o5ces as may be necessary to carry out the purposes of the city government; or (3) Consolidate the functions of any o5ce with those of another in the interest of e5ciency and economy. (d) Unless otherwise provided herein, heads of departments and o5ces shall be appointed by the city mayor with the concurrence of the majority of all the sangguniang panlungsod members, subject to civil service law, rules and regulations. The sangguniang panlungsod shall act on the appointment within cfteen (15) days from the date of its submission, otherwise the same shall be deemed concrmed. (e) Elective and appointive city o5cials shall receive such compensation, allowances, and other emoluments as may be determined by law or ordinance, subject to the budgetary limitations on personal services prescribed under Title Five, Book II of this Code: Provided, That no increase in compensation of the mayor, vice-mayor and sangguniang panlungsod members shall take effect until after the expiration of the full term of the said local o5cials approving such increase.",en,347
2187,PH_RA 7160 Local Government Code 1991," 453. Duty to Declare Highly Urbanized Status. – It shall be the duty of the President to declare a city as highly urbanized within thirty (30) days after it shall have met the minimum requirements prescribed in the immediately preceding section, upon proper application therefor and raticcation in a plebiscite by the qualiced voters therein.",en,52
2188,PH_RA 7160 Local Government Code 1991," 452. Highly Urbanized Cities. – (a) Cities with a minimum population of two hundred thousand (200,000) inhabitants, as certiced by the National Statistics O5ce, and within the latest annual income of at least Fifty Million Pesos (P50,000,000.00) based on 1991 constant prices, as certiced by the city treasurer, shall be classiced as highly urbanized cities. (b) Cities which do not meet the above requirements shall be considered component cities of the province in which they are geographically located. If a component city is located within the boundaries of two (2) or more provinces, such city shall be considered a component of the province of which it used to be a municipality. (c) Qualiced voters of highly urbanized cities shall remain excluded from voting for elective provincial o5cials. Unless otherwise provided in the Constitution or this Code, qualiced voters of independent component cities shall be governed by their respective charters, as amended, on the participation of voters in provincial elections.   Page 234 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM Qualiced voters of cities who acquired the right to vote for elective provincial o5cials prior to the classiccation of said cities as highly-urbanized after the raticcation of the Constitution and before the effectivity of this Code, shall continue to exercise such right.",en,206
