,Law,Text,Category,text_clean,Category_New,x,y
464,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The requesting company should be the owner of at least one Brazilian flag vessel that does not is chartered naked to third parties, suitable for the intended navigation and in a condition of commercial operation; or present a charter contract for a vessel owned by an individual residing and domiciled in the country or a Brazilian legal entity, naked-hulled, adequate to the intended navigation and in a condition of commercial operation, for a period equal or greater than 1 (one) year, entered into with the vessel owner.",A,the request compani should be the owner of at least one brazilian flag vessel that doe not is charter nake to third parti suitabl for the intend navig and in a condit of commerci oper or present a charter contract for a vessel own by an individu resid and domicil in the countri or a brazilian legal entiti naked-hul adequ to the intend navig and in a condit of commerci oper for a period equal or greater than one year enter into with the vessel owner,A,-1.1605554,2.3214386
465,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The requesting company should be the owner of at least one Brazilian flag vessel that does not is chartered naked to third parties, suitable for the intended navigation and in a condition of commercial operation; or present a charter contract for a vessel owned by an individual residing and domiciled in the country or a Brazilian legal entity, naked-hulled, adequate to the intended navigation and in a condition of commercial operation, for a period equal or greater than 1 (one) year, entered into with the vessel owner.",A,the request compani should be the owner of at least one brazilian flag vessel that doe not is charter nake to third parti suitabl for the intend navig and in a condit of commerci oper or present a charter contract for a vessel own by an individu resid and domicil in the countri or a brazilian legal entiti naked-hul adequ to the intend navig and in a condit of commerci oper for a period equal or greater than one year enter into with the vessel owner,A,-1.110011,2.2952034
466,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The requesting company should be the owner of at least one Brazilian flag vessel that does not is chartered naked to third parties, suitable for the intended navigation and in a condition of commercial operation; or present a charter contract for a vessel owned by an individual residing and domiciled in the country or a Brazilian legal entity, naked-hulled, adequate to the intended navigation and in a condition of commercial operation, for a period equal or greater than 1 (one) year, entered into with the vessel owner.",Administrativeburden,the request compani should be the owner of at least one brazilian flag vessel that doe not is charter nake to third parti suitabl for the intend navig and in a condit of commerci oper or present a charter contract for a vessel own by an individu resid and domicil in the countri or a brazilian legal entiti naked-hul adequ to the intend navig and in a condit of commerci oper for a period equal or greater than one year enter into with the vessel owner,Others,-1.1766833,2.367328
467,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The company may obtain authorisation based on the construction or renovation of a vessel of its own Brazilian flag, suitable for the intended navigation, in a Brazilian shipyard, proven by means of an effective contract, the execution of which is scheduled in a timetable physical and financial component of the contract, starting with the first financial event, provided that the following conditions are met, in the case of construction started with the fulfilment of 10% (ten percent) of the physical and financial schedule, linked to the application of financial resources in the production of vessel, such as cutting plates and building blocks; at the end of the second year with at least 40% (forty percent) of the production of the built vessel, except for reasons of force majeure recognized by ANTAQ; no accumulated delay, except for reasons of force majeure recognized by ANTAQ, with a variation greater than 20% (twenty percent) of the physical and financial schedule.",A,the compani may obtain authoris base on the construct or renov of a vessel of it own brazilian flag suitabl for the intend navig in a brazilian shipyard proven by mean of an effect contract the execut of which is schedul in a timet physic and financi compon of the contract start with the first financi event provid that the follow condit are met in the case of construct start with the fulfil of ten percent of the physic and financi schedul link to the applic of financi resourc in the product of vessel such a cut plate and build block at the end of the second year with at least forti percent of the product of the built vessel except for reason of forc majeur recogn by antaq no accumul delay except for reason of forc majeur recogn by antaq with a variat greater than twenti percent of the physic and financi schedul,A,-8.405495,-2.8014963
468,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The company may obtain authorisation based on the construction or renovation of a vessel of its own Brazilian flag, suitable for the intended navigation, in a Brazilian shipyard, proven by means of an effective contract, the execution of which is scheduled in a timetable physical and financial component of the contract, starting with the first financial event, provided that the following conditions are met, in the case of construction started with the fulfilment of 10% (ten percent) of the physical and financial schedule, linked to the application of financial resources in the production of vessel, such as cutting plates and building blocks; at the end of the second year with at least 40% (forty percent) of the production of the built vessel, except for reasons of force majeure recognized by ANTAQ; no accumulated delay, except for reasons of force majeure recognized by ANTAQ, with a variation greater than 20% (twenty percent) of the physical and financial schedule.",A,the compani may obtain authoris base on the construct or renov of a vessel of it own brazilian flag suitabl for the intend navig in a brazilian shipyard proven by mean of an effect contract the execut of which is schedul in a timet physic and financi compon of the contract start with the first financi event provid that the follow condit are met in the case of construct start with the fulfil of ten percent of the physic and financi schedul link to the applic of financi resourc in the product of vessel such a cut plate and build block at the end of the second year with at least forti percent of the product of the built vessel except for reason of forc majeur recogn by antaq no accumul delay except for reason of forc majeur recogn by antaq with a variat greater than twenti percent of the physic and financi schedul,A,-8.372036,-2.767966
469,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The company may obtain authorisation based on the construction or renovation of a vessel of its own Brazilian flag, suitable for the intended navigation, in a Brazilian shipyard, proven by means of an effective contract, the execution of which is scheduled in a timetable physical and financial component of the contract, starting with the first financial event, provided that the following conditions are met, in the case of construction started with the fulfilment of 10% (ten percent) of the physical and financial schedule, linked to the application of financial resources in the production of vessel, such as cutting plates and building blocks; at the end of the second year with at least 40% (forty percent) of the production of the built vessel, except for reasons of force majeure recognized by ANTAQ; no accumulated delay, except for reasons of force majeure recognized by ANTAQ, with a variation greater than 20% (twenty percent) of the physical and financial schedule.",AAdministrativeburden,the compani may obtain authoris base on the construct or renov of a vessel of it own brazilian flag suitabl for the intend navig in a brazilian shipyard proven by mean of an effect contract the execut of which is schedul in a timet physic and financi compon of the contract start with the first financi event provid that the follow condit are met in the case of construct start with the fulfil of ten percent of the physic and financi schedul link to the applic of financi resourc in the product of vessel such a cut plate and build block at the end of the second year with at least forti percent of the product of the built vessel except for reason of forc majeur recogn by antaq no accumul delay except for reason of forc majeur recogn by antaq with a variat greater than twenti percent of the physic and financi schedul,Others,-8.395094,-2.79023
470,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,The requesting company must prove to have a good economic and financial situation. It must have a minimum net worth.,A,the request compani must prove to have a good econom and financi situat it must have a minimum net worth,A,0.061927672,0.3215799
471,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,The requesting company must prove to have a good economic and financial situation. It must have a minimum net worth.,A,the request compani must prove to have a good econom and financi situat it must have a minimum net worth,A,0.06299363,0.31199092
472,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The Brazilian shipping company must maintain the technical, economic and financial, as well as legal and tax requirements necessary for the continuation of the authorised navigation operation.",A,the brazilian ship compani must maintain the technic econom and financi a well a legal and tax requir necessari for the continu of the authoris navig oper,A,-0.9338551,-1.5274842
473,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The Brazilian shipping company must maintain the technical, economic and financial, as well as legal and tax requirements necessary for the continuation of the authorised navigation operation.",Administrativeburden,the brazilian ship compani must maintain the technic econom and financi a well a legal and tax requir necessari for the continu of the authoris navig oper,Others,-0.8708028,-1.5084119
474,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The Brazilian shipping company should keep in commercial operation, in accordance with the rules established in a specific regulation, at least one vessel in authorised navigation and, in the event of an eventual stoppage of more than 90 (ninety) continuous days, present a justification for appreciation and decision by ANTAQ.",A,the brazilian ship compani should keep in commerci oper in accord with the rule establish in a specif regul at least one vessel in authoris navig and in the event of an eventu stoppag of more than nineti continu day present a justif for appreci and decis by antaq,A,-1.1745919,2.1775157
475,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The Brazilian shipping company should keep in commercial operation, in accordance with the rules established in a specific regulation, at least one vessel in authorised navigation and, in the event of an eventual stoppage of more than 90 (ninety) continuous days, present a justification for appreciation and decision by ANTAQ.",A,the brazilian ship compani should keep in commerci oper in accord with the rule establish in a specif regul at least one vessel in authoris navig and in the event of an eventu stoppag of more than nineti continu day present a justif for appreci and decis by antaq,A,-1.1729875,2.1837754
476,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The price freedom does not apply to authorisation in emergency character, subjecting the Brazilian shipping company, in this case, to the price regime established by ANTAQ.",A,the price freedom doe not appli to authoris in emerg charact subject the brazilian ship compani in thi case to the price regim establish by antaq,A,0.5017014,-0.18687995
477,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,"The price freedom does not apply to authorisation in emergency character, subjecting the Brazilian shipping company, in this case, to the price regime established by ANTAQ.",B,the price freedom doe not appli to authoris in emerg charact subject the brazilian ship compani in thi case to the price regim establish by antaq,B,0.537623,-0.24179094
478,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,The Brazilian shipping company duly authorised to operate in the long-distance navigation shall carry out the prior accreditation by ANTAQ for operating transportation in bilateral agreements.,A,the brazilian ship compani duli authoris to oper in the long-dist navig shall carri out the prior accredit by antaq for oper transport in bilater agreement,A,-0.5224259,-2.4217706
479,Normative Resolution 5/2016 by ANTAQ -Navigation Support - authorisation ,The Brazilian shipping company duly authorised to operate in the long-distance navigation shall carry out the prior accreditation by ANTAQ for operating transportation in bilateral agreements.,Administrativeburden,the brazilian ship compani duli authoris to oper in the long-dist navig shall carri out the prior accredit by antaq for oper transport in bilater agreement,Others,-0.478836,-2.4951198
480,Law 7652/1988- Maritime Property Registry,"The registration of vessel ownership will be approved, except in the cases provided for in this Law, to the individual resident and domiciled in Brazil or the public or private entity subject to Brazilian laws.",A,the registr of vessel ownership will be approv except in the case provid for in thi law to the individu resid and domicil in brazil or the public or privat entiti subject to brazilian law,A,-0.5505687,2.5132272
481,Law 7652/1988- Maritime Property Registry,Foreigners who are not resident and domiciled in Brazil may be granted only a vessel classified as sport or recreational activity.,A,foreign who are not resid and domicil in brazil may be grant onli a vessel classifi a sport or recreat activ,A,-2.5790606,-3.1355581
482,Law 14.301/2022 - Cabotage,"In order to qualify for BR do Mar, the interested company must be authorised to operate as a Brazilian shipping company in the transport of cargo by cabotage.",A,in order to qualifi for br do mar the interest compani must be authoris to oper a a brazilian ship compani in the transport of cargo by cabotag,A,-1.0702906,-0.43905455
483,Law 14.301/2022 - Cabotage,"In order to qualify for BR do Mar, the interested company must be transparent in relation to the freight rates concerning their operation in Brazil.",C,in order to qualifi for br do mar the interest compani must be transpar in relat to the freight rate concern their oper in brazil,C,-1.011894,-0.22158872
484,Law 14.301/2022 - Cabotage,"This provision restricts time charter of vessels from its wholly-owned foreign subsidiary or from a wholly-owned foreign subsidiary of another Brazilian shipping company to operate cabotage from a navigation company authorised in BR do Mar to the following cases: I - expansion of the deadweight tonnage of owned vessels actually operating, registered in the name of the economic group to which the charter company belongs, according to the proportion to be defined in an act of the Federal Executive Branch; II - replacement of a similar type vessel under construction in the country, in the proportion of up to 200% (two hundred percent) of the deadweight tonnage of the vessel under construction, for a period of 6 (six) months, extendable for an equal period, until the limit of 36 (thirty-six) months; III - replacement of a similar type vessel under construction abroad, in the proportion of up to 100% (one hundred percent) of the deadweight tonnage of the vessel under construction, for a period of 6 (six) months, extendable for an equal period, until the limit of 36 (thirty-six) months; IV - exclusive fulfilment of long-term transport contracts, under the terms set forth in an act of the Federal Executive Branch; and V - exclusive provision of special cabotage operations, for a period of 36 (thirty-six) months, renewable for up to 12 (twelve) months, pursuant to an act of the Federal Executive Branch.",B,thi provis restrict time charter of vessel from it wholly-own foreign subsidiari or from a wholly-own foreign subsidiari of anoth brazilian ship compani to oper cabotag from a navig compani authoris in br do mar to the follow case i expans of the deadweight tonnag of own vessel actual oper regist in the name of the econom group to which the charter compani belong accord to the proport to be defin in an act of the feder execut branch ii replac of a similar type vessel under construct in the countri in the proport of up to two hundr percent of the deadweight tonnag of the vessel under construct for a period of six month extend for an equal period until the limit of thirty-six month iii replac of a similar type vessel under construct abroad in the proport of up to one hundr percent of the deadweight tonnag of the vessel under construct for a period of six month extend for an equal period until the limit of thirty-six month iv exclus fulfil of long-term transport contract under the term set forth in an act of the feder execut branch and v exclus provis of special cabotag oper for a period of thirty-six month renew for up to twelv month pursuant to an act of the feder execut branch,B,-8.39874,-2.797782
485,Law 14.301/2022 - Cabotage,"The commander, cabotage master, chief engineer and chief of the machinery must be Brazilian citizens.",A,the command cabotag master chief engin and chief of the machineri must be brazilian citizen,A,-1.0852581,-2.140259
486,Law 9432/1997- Brazilian Special Registry,"In Brazilian flag vessels, the commander, the chief engineer and two thirds of the crew must be Brazilian citizens.",A,in brazilian flag vessel the command the chief engin and two third of the crew must be brazilian citizen,A,-2.4360566,-0.40500686
487,Law 9432/1997- Brazilian Special Registry,"Foreign vessels may only participate in the transport of goods in cabotage and inland navigation on a national route, as well as in port support and maritime support navigation, when chartered by Brazilian shipping companies.",A,foreign vessel may onli particip in the transport of good in cabotag and inland navig on a nation rout a well a in port support and maritim support navig when charter by brazilian ship compani,A,0.6575405,3.545135
488,Law 9432/1997- Brazilian Special Registry,"The chartering of a foreign vessel by voyage or by time, to operate in inland navigation of national route or in the transport of goods in cabotage navigation or in port and maritime support navigation, as well as bare hull in port support navigation, depends on authorisation from the competent body and may only occur in the following cases:
I - when the absence or unavailability of a Brazilian-flagged vessel of the type and size suitable for the intended transport or support is verified;
II - when there is public interest, duly justified;
III - when replacing vessels under construction in the country, in a Brazilian shipyard, with a contract in force, while the construction lasts, for a maximum period of thirty-six months, up to the limit:
a) the contracted deadweight tonnage, for cargo vessels;
b) of the gross tonnage contracted, for vessels intended for support.",A,the charter of a foreign vessel by voyag or by time to oper in inland navig of nation rout or in the transport of good in cabotag navig or in port and maritim support navig a well a bare hull in port support navig depend on authoris from the compet bodi and may onli occur in the follow case i when the absenc or unavail of a brazilian-flag vessel of the type and size suitabl for the intend transport or support is verifi ii when there is public interest duli justifi iii when replac vessel under construct in the countri in a brazilian shipyard with a contract in forc while the construct last for a maximum period of thirty-six month up to the limit a the contract deadweight tonnag for cargo vessel b of the gross tonnag contract for vessel intend for support,A,-8.379562,-2.7758293
489,Law 9432/1997- Brazilian Special Registry,"The chartering of a foreign vessel by voyage or by time, to operate in inland navigation of national route or in the transport of goods in cabotage navigation or in port and maritime support navigation, as well as bare hull in port support navigation, depends on authorisation from the competent body and may only occur in the following cases:
I - when the absence or unavailability of a Brazilian-flagged vessel of the type and size suitable for the intended transport or support is verified;
II - when there is public interest, duly justified;
III - when replacing vessels under construction in the country, in a Brazilian shipyard, with a contract in force, while the construction lasts, for a maximum period of thirty-six months, up to the limit:
a) the contracted deadweight tonnage, for cargo vessels;
b) of the gross tonnage contracted, for vessels intended for support.",A,the charter of a foreign vessel by voyag or by time to oper in inland navig of nation rout or in the transport of good in cabotag navig or in port and maritim support navig a well a bare hull in port support navig depend on authoris from the compet bodi and may onli occur in the follow case i when the absenc or unavail of a brazilian-flag vessel of the type and size suitabl for the intend transport or support is verifi ii when there is public interest duli justifi iii when replac vessel under construct in the countri in a brazilian shipyard with a contract in forc while the construct last for a maximum period of thirty-six month up to the limit a the contract deadweight tonnag for cargo vessel b of the gross tonnag contract for vessel intend for support,A,-8.377862,-2.7740123
490,Law 9432/1997- Brazilian Special Registry,Brazilian vessels operated by Brazilian shipping companies may be registered in the Special Brazilian Registry (REB).,A,brazilian vessel oper by brazilian ship compani may be regist in the special brazilian registri reb,A,-1.082684,-2.0936072
491,Law 9432/1997- Brazilian Special Registry,Brazilian vessels operated by Brazilian shipping companies may be registered in the Special Brazilian Registry (REB).,A,brazilian vessel oper by brazilian ship compani may be regist in the special brazilian registri reb,A,-1.065996,-2.0794008
492,Law 9432/1997- Brazilian Special Registry,"On vessels registered with the REB, only the captain and chief engineer must be Brazilian citizens.",A,on vessel regist with the reb onli the captain and chief engin must be brazilian citizen,A,-1.2761598,-2.0520031
493,Law 9432/1997- Brazilian Special Registry,Vessels registered with the REB are exempted from paying a fee for the maintenance of the Maritime Vocational Education Development Fund.,A,vessel regist with the reb are exempt from pay a fee for the mainten of the maritim vocat educ develop fund,A,0.90974784,-2.3114693
494,Law 9432/1997- Brazilian Special Registry,The prices of fuel charged to long-haul vessels are extended to vessels operating in cabotage shipping and port and maritime support navigations.,A,the price of fuel charg to long-haul vessel are extend to vessel oper in cabotag ship and port and maritim support navig,A,-1.0745956,-2.0755851
495,Decree 2.256/1997 Brazilian Special Registry,"To be registered with the REB, foreign vessels chartered with a bare hull must submit to the Maritime Court documents proving the provisional suspension of the flag of the vessel and a contract for bareboat charter with a Brazilian Shipping company.",A,to be regist with the reb foreign vessel charter with a bare hull must submit to the maritim court document prove the provision suspens of the flag of the vessel and a contract for bareboat charter with a brazilian ship compani,A,0.9275319,3.9251008
496,Decree 2.256/1997 Brazilian Special Registry,"To be registered with the REB, foreign vessels chartered with a bare hull must submit to the Maritime Court documents proving the provisional suspension of the flag of the vessel and a contract for bareboat charter with a Brazilian Shipping company.",Administrativeburden,to be regist with the reb foreign vessel charter with a bare hull must submit to the maritim court document prove the provision suspens of the flag of the vessel and a contract for bareboat charter with a brazilian ship compani,Others,0.91206896,3.9041667
497,Decree 2.256/1997 Brazilian Special Registry,"Brazilian shipping companies are guaranteed to contract, in the international market, insurance and reinsurance coverage for hulls, machinery and civil liability for their vessels registered with REB, as long as the domestic market does not offer such coverage or prices compatible with the international market.",A,brazilian ship compani are guarante to contract in the intern market insur and reinsur coverag for hull machineri and civil liabil for their vessel regist with reb a long a the domest market doe not offer such coverag or price compat with the intern market,A,0.49895072,-0.2987705
498,Decree 2.256/1997 Brazilian Special Registry,"Freight revenue arising from the import and export of goods, carried out by vessels registered with the REB, will be excluded from the calculation bases of contributions to the PIS and the Social Security Financing-COFINS.",A,freight revenu aris from the import and export of good carri out by vessel regist with the reb will be exclud from the calcul base of contribut to the pi and the social secur financing-cofin,A,-1.0592875,-0.779996
499,Decree 2.256/1997 Brazilian Special Registry,"The financing to the Brazilian shipping company, through an official financial agent, to finance a vessel pre-registered with REB, will have an interest rate similar to that of the vessel for export, to be equalised by the Merchant Marine Fund. The same conditions are established for conversion, modernisation and repair.",A,the financ to the brazilian ship compani through an offici financi agent to financ a vessel pre-regist with reb will have an interest rate similar to that of the vessel for export to be equalis by the merchant marin fund the same condit are establish for convers modernis and repair,A,0.6917901,3.6043658
500,Decree 2.256/1997 Brazilian Special Registry,Brazilian shipping companies will not consider the remuneration received by the crews of vessels registered with REB in the amount that will serve as the basis for the payment of the contribution to the Development Fund for Professional Maritime Education (FDEPM).,A,brazilian ship compani will not consid the remuner receiv by the crew of vessel regist with reb in the amount that will serv a the basi for the payment of the contribut to the develop fund for profession maritim educ fdepm,A,0.30499825,-1.8027021
501,Decree 2.256/1997 Brazilian Special Registry,The amount of international waterway freight resulting from transportation carried out in vessels registered with REB will not be computed in the calculation basis of taxes levied on the import and export of goods.,A,the amount of intern waterway freight result from transport carri out in vessel regist with reb will not be comput in the calcul basi of tax levi on the import and export of good,A,-1.1000696,-0.53955233
502,Normative Resolution 13/2016 by ANTAQ - waterways transport,"The beginning of the operation of floating installations anchored in waters in the Brazilian jurisdiction will be subject to the issuance, by ANTAQ, of the Operation Release Term, after the fulfilment of the following steps: approval in a technical survey to be carried out through a formal request to ANTAQ; presentation of the operating license issued by the environmental agency; authorisation for operation issued by the National Petroleum Agency, Natural Gas and Biofuels - ANP, when applicable; Certificate of the Fire Department, at the time of the anchoring; and declaratory certificate about the availability of physical space in waters issued by the Secretariat of Patrimony of the Federal Executive Branch - SPU or by another entity with equivalent assignment, if applicable.",A,the begin of the oper of float instal anchor in water in the brazilian jurisdict will be subject to the issuanc by antaq of the oper releas term after the fulfil of the follow step approv in a technic survey to be carri out through a formal request to antaq present of the oper licens issu by the environment agenc authoris for oper issu by the nation petroleum agenc natur ga and biofuel anp when applic certif of the fire depart at the time of the anchor and declaratori certif about the avail of physic space in water issu by the secretariat of patrimoni of the feder execut branch spu or by anoth entiti with equival assign if applic,A,-1.1901224,2.1507905
503,Normative Resolution 13/2016 by ANTAQ - waterways transport,"The beginning of the operation of floating installations anchored in waters in the Brazilian jurisdiction will be subject to the issuance, by ANTAQ, of the Operation Release Term, after the fulfilment of the following steps: approval in a technical survey to be carried out through a formal request to ANTAQ; presentation of the operating license issued by the environmental agency; authorisation for operation issued by the National Petroleum Agency, Natural Gas and Biofuels - ANP, when applicable; Certificate of the Fire Department, at the time of the anchoring; and declaratory certificate about the availability of physical space in waters issued by the Secretariat of Patrimony of the Federal Executive Branch - SPU or by another entity with equivalent assignment, if applicable.",Administrativeburden,the begin of the oper of float instal anchor in water in the brazilian jurisdict will be subject to the issuanc by antaq of the oper releas term after the fulfil of the follow step approv in a technic survey to be carri out through a formal request to antaq present of the oper licens issu by the environment agenc authoris for oper issu by the nation petroleum agenc natur ga and biofuel anp when applic certif of the fire depart at the time of the anchor and declaratori certif about the avail of physic space in water issu by the secretariat of patrimoni of the feder execut branch spu or by anoth entiti with equival assign if applic,Others,-1.218323,2.129463
504,Normative Resolution 13/2016 by ANTAQ - waterways transport,"Installations with access to the waterway for the construction and/or ship repair, and also used in the movement and/or storage of goods, destined for or coming from waterway transportation, will be subject to an authorisation.",A,instal with access to the waterway for the construct and/or ship repair and also use in the movement and/or storag of good destin for or come from waterway transport will be subject to an authoris,A,0.36166874,3.0771697
505,Normative Resolution 24/2018 by ANTAQ- Inland Navigation,"Operational agreements, as well as their amendments, must be submitted to the approval by ANTAQ at least 15 (fifteen) days before they enter into force.",A,oper agreement a well a their amend must be submit to the approv by antaq at least fifteen day befor they enter into forc,A,0.16740468,0.93255776
506,Normative Resolution 24/2018 by ANTAQ- Inland Navigation,"It is prohibited the transportation of cargo by a foreign vessel to the participant of the agreement that originates and ends in ports, private use terminals (TUP), transhipment station of cargo (ETC) or any points of the national territory. ",A,it is prohibit the transport of cargo by a foreign vessel to the particip of the agreement that origin and end in port privat use termin tup tranship station of cargo etc or ani point of the nation territori,A,0.74331474,3.6566567
507,Resolution 1274/2009 by ANTAQ - Inland Navigation,"Only the authorised Brazilian Shipping Company can provide passenger transport services, vehicles and cargoes for inland navigation.",A,onli the authoris brazilian ship compani can provid passeng transport servic vehicl and cargo for inland navig,A,-0.7324839,-2.4637182
508,Resolution 1274/2009 by ANTAQ - Inland Navigation,"Only the authorised Brazilian Shipping Company can provide passenger transport services, vehicles and cargoes for inland navigation.",A,onli the authoris brazilian ship compani can provid passeng transport servic vehicl and cargo for inland navig,A,-0.77006495,-2.454983
509,Resolution 1274/2009 by ANTAQ - Inland Navigation,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A,the applic must prove to be in a good econom and financi situat through the follow document i balanc sheet and other financi statement relat to the last fiscal year or ii altern the open balanc for firm incorpor in the year of request,A,-2.917114,3.842547
510,Resolution 1274/2009 by ANTAQ - Inland Navigation,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A,the applic must prove to be in a good econom and financi situat through the follow document i balanc sheet and other financi statement relat to the last fiscal year or ii altern the open balanc for firm incorpor in the year of request,A,-2.9525976,3.81602
511,Resolution 1274/2009 by ANTAQ - Inland Navigation,"The price freedom does not apply to a special authorisation. In this case, the Brazilian Shipping Company should follow the price regime established by ANTAQ. ",B,the price freedom doe not appli to a special authoris in thi case the brazilian ship compani should follow the price regim establish by antaq,B,0.48248538,-0.15616703
512,Resolution 1558/2009 by ANTAQ - Inland Navigation,Only Brazilian Shipping Company authorised by ANTAQ can provide cargo transport in longitudinal inland navigation.,A,onli brazilian ship compani authoris by antaq can provid cargo transport in longitudin inland navig,A,-0.7786469,-2.4209783
513,Resolution 1558/2009 by ANTAQ - Inland Navigation,Only Brazilian Shipping Company authorised by ANTAQ can provide cargo transport in longitudinal inland navigation.,A,onli brazilian ship compani authoris by antaq can provid cargo transport in longitudin inland navig,A,-0.7569479,-2.4448545
514,Resolution 1558/2009 by ANTAQ - Inland Navigation,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A,the applic must prove to be in a good econom and financi situat through the follow document i balanc sheet and other financi statement relat to the last fiscal year or ii altern the open balanc for firm incorpor in the year of request,A,-2.929695,3.8338003
515,Law 9537/1997 - safety - water traffic - pilotage also,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A,the registr of seafar a pilot will compli with the requir establish by the maritim author be grant specif for each pilotag zone after pas an examin and qualif stage,A,-2.4807894,-1.1304386
516,Law 9537/1997 - safety - water traffic - pilotage also,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A,the registr of seafar a pilot will compli with the requir establish by the maritim author be grant specif for each pilotag zone after pas an examin and qualif stage,A,-2.4837883,-1.1195232
517,Law 9537/1997 - safety - water traffic - pilotage also,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A,the registr of seafar a pilot will compli with the requir establish by the maritim author be grant specif for each pilotag zone after pas an examin and qualif stage,A,-2.4810057,-1.133563
518,Law 9537/1997 - safety - water traffic - pilotage also,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A,the registr of seafar a pilot will compli with the requir establish by the maritim author be grant specif for each pilotag zone after pas an examin and qualif stage,A,-2.4779973,-1.1194704
519,Law 9537/1997 - safety - water traffic - pilotage also,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A,to ensur that the pilotag servic shall be perman avail in the establish pilotag zone the maritim author will establish the number of pilot requir for each pilotag zone,A,-2.3659163,-1.201992
520,Law 9537/1997 - safety - water traffic - pilotage also,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A,to ensur that the pilotag servic shall be perman avail in the establish pilotag zone the maritim author will establish the number of pilot requir for each pilotag zone,A,-2.3652928,-1.2110015
521,Law 9537/1997 - safety - water traffic - pilotage also,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A,to ensur that the pilotag servic shall be perman avail in the establish pilotag zone the maritim author will establish the number of pilot requir for each pilotag zone,A,-2.3705616,-1.1878537
522,Law 9537/1997 - safety - water traffic - pilotage also,"To ensure that the pilotage service must be permanently available in the established pilotage zones, the maritime authority may fix the price of the service in each pilotage zone.",B,to ensur that the pilotag servic must be perman avail in the establish pilotag zone the maritim author may fix the price of the servic in each pilotag zone,B,-2.3665397,-1.1992726
523,Ordinance NORMAM 12 by DPC-Pilotage,"The Exclusive Representant of Pilotage Service (RUSP) is the pilot leader of the pilotage entity who gathers all the pilot staff of a pilotage zone, and who represents pilots before the maritime authority. When there is more than one pilotage entity, it will be the one indicated by consensus among the qualified pilots. In the absence of an understanding, the maritime authority will be responsible for choosing the RUSP.",A,the exclus represent of pilotag servic rusp is the pilot leader of the pilotag entiti who gather all the pilot staff of a pilotag zone and who repres pilot befor the maritim author when there is more than one pilotag entiti it will be the one indic by consensu among the qualifi pilot in the absenc of an understand the maritim author will be respons for choos the rusp,A,-2.6264744,-0.4434451
524,Ordinance NORMAM 12 by DPC-Pilotage,"The filling of a pilot's vacancy in a pilotage zone will take place, initially and exclusively, through a selection process for the pilot practitioner category, which will be governed by the Department of Ports and Coasts of the Navy, which is also the Maritime Authority. ",A,the fill of a pilot 's vacanc in a pilotag zone will take place initi and exclus through a select process for the pilot practition categori which will be govern by the depart of port and coast of the navi which is also the maritim author,A,-2.7445726,-0.18552496
