,Law,Text,Category,text_clean,Category_New,x,y
184,"NMX-F-315-1978, Determinación de la masa drenada o escurrida en alimentos envasados",The norm specifically states that it is not in line with international standards. This norm deals with methods for determining the drained mass of packaged food.,A,the norm specif state that it is not in line with intern standard thi norm deal with method for determin the drain mass of packag food,A,17.84218,3.7276866
185,"NOM-008-Z00- 1994, Especificaciones zoosanitarias para la construcción y equipamiento de establecimientos para el sacrificio de animales y los dedicados a la industrialización de productos cárnicos (Modificada)",The norm specifically states that it is not in line with international norms. The norm deals with sanitary specifications to build and equip establishments for the slaughtering of animals and the processing of meat products.,A,the norm specif state that it is not in line with intern norm the norm deal with sanitari specif to build and equip establish for the slaughter of anim and the process of meat product,A,17.968386,3.81999
186,"NOM-023-Z00- 1995, Identificación de especie animal en músculo de bovinos, ovinos, equinos, porcinos y aves, por la prueba de inmunodifusión en gel",The norm specifically states that it is not in line with international norms. The norm deals with a test to identify the animal species of meat.,A,the norm specif state that it is not in line with intern norm the norm deal with a test to identifi the anim speci of meat,A,18.022345,3.8295295
187,"NOM-025-Z00- 1995, Características y especificaciones zoosanitarias para las instalaciones, equipo y operación de establecimientos que fabriquen productos alimenticios para uso en animales o consumo por éstos",The norm specifically says that it is not in line with international norms. The norm deals with sanitary specifications to build and equip establishments that manufacture animal feed.,A,the norm specif say that it is not in line with intern norm the norm deal with sanitari specif to build and equip establish that manufactur anim feed,A,17.938206,3.7644753
188,"NOM-030-Z00- 1995, Especificaciones y procedimientos para la verificación de carne, canales, visceras y despojos de importación en puntos de verificación zoosanitaria","The norm specifically states that it is not in line with international norms. The norm deals with inspections of imported meat, carcasses, viscera and offal.",A,the norm specif state that it is not in line with intern norm the norm deal with inspect of import meat carcass viscera and offal,A,17.925043,3.8488169
189,"NOM-026-Z00- 1994, Características y especificaciones zoosanitarias para las instalaciones, equipo y operación de establecimientos que fabriquen productos químicos, farmacéuticos y biológicos para uso en animales","The norm specifically states that it is not in line with international norms. The norm deals with zoosanitary specifications for facilities, equipment and operation of establishments that manufacture chemica, pharmaceutical and biological products for animals.",A,the norm specif state that it is not in line with intern norm the norm deal with zoosanitari specif for facil equip and oper of establish that manufactur chemica pharmaceut and biolog product for anim,A,18.02791,3.8572915
190,"NMX-FF-078-SCFI- 2002, Productos pecuarios - Carne de bovino en canal - clasificación (cancela a la NMX- FF-078-1991)",The norm specifically states that it is not in line with international norms. The norm sets quality standards for the classification of beef carcasses.,A,the norm specif state that it is not in line with intern norm the norm set qualiti standard for the classif of beef carcass,A,18.049118,3.8486307
191,"NMX-FF-081-SCFI- 2003, Productos pecuarios - Carne de porcino en canal - Calidad de a carne - Clasificación cancela a la NMXFF-081-1993- SCFI)",The norm specifically states that it is not in line with international norms. The norm sets quality standards for the classification of pork carcasses.,A,the norm specif state that it is not in line with intern norm the norm set qualiti standard for the classif of pork carcass,A,17.987276,3.855578
192,"NOM-046-Z00- 1995, Sistema Nacional de Vigilancia Epizootiológica",The norm specifically states that it is not in line with international norms. The norm sets quality standards for campaigns against animal diseases. Campaigns are strategic plans for eradicating and / or controlling animal diseases that have a negative incidence on animal production.,A,the norm specif state that it is not in line with intern norm the norm set qualiti standard for campaign against anim diseas campaign are strateg plan for erad and or control anim diseas that have a neg incid on anim product,A,18.022478,3.7077649
193,"NOM-194-SSA1- 2004, Productos y servicios. Especificaciones sanitarias en los establecimientos dedicados al sacrificio y faenado de animales para abasto, almacenamiento, transporte y expendio. Especificaciones sanitarias de productos","The norm specitically states that it is not in line with international norms. The norm sets sanitary specifications for establishments slaughtering and processing animals for wholesale, stock, transport and retail.",A,the norm specit state that it is not in line with intern norm the norm set sanitari specif for establish slaughter and process anim for wholesal stock transport and retail,A,17.952312,3.7731013
194,"NOM-061-Z00- 1999, Especificaciones zoosanitarias de los productos alimenticios para consumo animal",The norm specifically states that it is not in line with international norms. The norm deals with zoosanitary specifications for animal feed.,A,the norm specif state that it is not in line with intern norm the norm deal with zoosanitari specif for anim feed,A,17.992872,3.7890744
195,"NOM-027-Z00- 1995, Proceso zoosanitario del semen de animales domésticos","The norm specifically states that it is not in line with international standards. The norm deals with the processing of cattle and pig semen, and the operation of facilities for this activity.",A,the norm specif state that it is not in line with intern standard the norm deal with the process of cattl and pig semen and the oper of facil for thi activ,A,18.01715,3.8248053
196,"NOM-054-Z00- 1996, Establecimiento de cuarentenas para animales y sus productos","The norm specifically states that it is not in line with international standards. The norm includes specifications for quarantine to prevent, control and eradicate animal diseases.",A,the norm specif state that it is not in line with intern standard the norm includ specif for quarantin to prevent control and erad anim diseas,A,17.998438,3.8022475
197,"NOM-022-Z00- 1995, Características y especificaciones zoosanitarias para las instalaciones, equipo y operación de establecimientos que comercializan productos químicos, farmacéuticos, biológicos y alimenticios para uso en animales o consumo por éstos","The norm specificallv states that it is not in line with international standards. The norm deals with zoosanitary specifications for the facilities, equipment and operation of establishments that commercialise chemical, pharmaceutical and biological products for animals, as well as animal feed",A,the norm specificallv state that it is not in line with intern standard the norm deal with zoosanitari specif for the facil equip and oper of establish that commercialis chemic pharmaceut and biolog product for anim a well a anim feed,A,17.934515,3.821542
198,"NOM-024-Z00- 1995, Especificaciones y características zoosanitarias para el transporte de animales, sus productos y subproductos, productos químicos, farmacéuticos, biológicos y alimenticios para uso en animales o consumo por éstos","The norm specifically states that it is not in line with international standards. The norm deals with specifications for transporting animals, their products and subproducts, chemical, pharmaceutical and biological products for animals, as well as animal feed",A,the norm specif state that it is not in line with intern standard the norm deal with specif for transport anim their product and subproduct chemic pharmaceut and biolog product for anim a well a anim feed,A,17.902245,3.7668686
199,"NOM-059-Z00- 1997, Salud animal. Especificaciones","The norm specifically states that it is not in line with international standards. The norm deals with specifications for transporting animals, their products and subproducts, chemical, pharmaceutical and biological products for animals, as well as animal feed",A,the norm specif state that it is not in line with intern standard the norm deal with specif for transport anim their product and subproduct chemic pharmaceut and biolog product for anim a well a anim feed,A,17.89445,3.760698
200,"NOM-112-SSA1- 1994, Bienes y servicios. Determinación de bacterias coliformes. Técnica del número más probable",The norm specifically states that it is not in line with international standards. The norm deals with a procedure for detecting bacteria (E. coli) in food products.,A,the norm specif state that it is not in line with intern standard the norm deal with a procedur for detect bacteria e. coli in food product,A,17.843813,3.6924205
201,"NOM-041-Z00- 1995, Campaña Nacional contra la Brucelosis en los Animales",The norm specifically states that it is not in line with international norms. The norm deals with specifications for conducting campaigns to eradicate bovine brucellosis.,A,the norm specif state that it is not in line with intern norm the norm deal with specif for conduct campaign to erad bovin brucellosi,A,18.084682,3.77052
202,"NOM-114-SSA1- 1994, Bienes y servicios. Método para la determinación de salmonella en alimentos",The norm specifically states that it is not in line with international standards. The norm deals with specifications to detect salmonella in food products.,A,the norm specif state that it is not in line with intern standard the norm deal with specif to detect salmonella in food product,A,17.864786,3.7139163
203,"NOM-092-SSA1- 1994, Bienes y servicios. Método para la cuenta de bacterias aerobias en placa",The norm specifically states that it is not in line with international standards. The norm deals with specitications to detect aerobic bacteria.,A,the norm specif state that it is not in line with intern standard the norm deal with specit to detect aerob bacteria,A,18.021242,3.8250482
204,"NOM-012-Z00- 1993, Especificaciones para la regulación de productos químicos, farmacéuticos, biológicos y alimenticios para uso en animales o consumo por éstos","The norm specifically states that it is not in line with international standards. The norm sets specifications for chemical, pharmaceutical and biological products for animals, as well as animal feed",A,the norm specif state that it is not in line with intern standard the norm set specif for chemic pharmaceut and biolog product for anim a well a anim feed,A,17.9487,3.7802043
205,"NOM-067-Z00- 2007, Campaña nacional para la prevención y control de la rabia",The norm specifically states that it is not in line with international standards. The norm deals with specifications for conducting campaigns to eradicate rabies in cattle,A,the norm specif state that it is not in line with intern standard the norm deal with specif for conduct campaign to erad rabi in cattl,A,18.038013,3.7762272
206,"NOM-031-Z00- 1995, Campaña Nacional Contra la Tuberculosis Bovina (Mycobacterium bovis)",The norm specifically states that it is not in line with international norms. The norm sets quality standards for conducting campaigns against bovine tuberculosis.,A,the norm specif state that it is not in line with intern norm the norm set qualiti standard for conduct campaign against bovin tuberculosi,A,18.066608,3.7525022
207,"NOM-001-ECOL- 1996, Que establece los limites máximos permisibles de contaminantes en las descargas de aguas residuales en aguas y bienes nacionales",The norm specifically states that it is not in line with international norms. The norm sets maximum limits for pollutants in national waters.,A,the norm specif state that it is not in line with intern norm the norm set maximum limit for pollut in nation water,A,17.943426,3.7651274
208,"NOM-033-Z00- 1995, Sacrificio humanitario de los animales domésticos y silvestres.",The norm specifically states that it is not in line with international norms. The norm sets standards for the humane slaughtering of animals.,A,the norm specif state that it is not in line with intern norm the norm set standard for the human slaughter of anim,A,18.027025,3.8432708
209,"NOM-025-Z00- 1995, Características y especificaciones zoosanitarias para las instalaciones, equipo y operación de establecimientos que fabriquen productos alimenticios para uso en animales o consumo por éstos","Establishments that manufacture animal-feed products must have an authorised veterinary surgeon, a production professional and a quality- control professional. This NOM does not explicitly state what are the tasks performed by the production and the quality- control professional.",A,establish that manufactur animal-fe product must have an authoris veterinari surgeon a product profession and a quality- control profession thi nom doe not explicitli state what are the task perform by the product and the quality- control profession,A,8.031626,3.525193
210,"NOM-026-Z00- 1994, Características y especificaciones zoosanitarias para las instalaciones, equipo y operación de establecimientos que fabriquen productos químicos, farmacéuticos y biológicos para uso en animales","Establishments subjected to this norm (I.e. those that manufacture chemical, pharmaceutical and biological products for use in animals) must have an authorised veterinary surgeon, a biological scientist in the production area, and a biological scientist in the quality- control area. This NOM does not explicitly state what tasks are to be performed by each of the scientists.",A,establish subject to thi norm i.e those that manufactur chemic pharmaceut and biolog product for use in anim must have an authoris veterinari surgeon a biolog scientist in the product area and a biolog scientist in the quality- control area thi nom doe not explicitli state what task are to be perform by each of the scientist,A,7.951386,3.4875515
211,Ley Federal de Sanidad Animal DOF-07-06-2012,"Federal Inspection Type (Tipo Inspección Federal, TIF) certified establishments must have at least one Authorised Responsible Veterinary Surgeon (Médico Veterinario Responsable Autorizado, MVRA) during working hours. Such a professional is a veterinary surgeon hired by the TIF establishment, approved by SAGARPA, and in charge of ensuring the compliance with Ley Federal de Sanidad and related regulations. In addition, there is an Official Veterinary Surgeon (Médico Veterinario Oficial, (Médico Veterinario Oficial, MVO) who is employed by SENASICA and works as an inspector at TIF-certified establishments. The presence of MVRA is required even if an MVO is already present at the abattoir or processing plant.",A,feder inspect type tipo inspección feder tif certifi establish must have at least one authoris respons veterinari surgeon médico veterinario respons autorizado mvra dure work hour such a profession is a veterinari surgeon hire by the tif establish approv by sagarpa and in charg of ensur the complianc with ley feder de sanidad and relat regul in addit there is an offici veterinari surgeon médico veterinario ofici médico veterinario ofici mvo who is employ by senasica and work a an inspector at tif-certifi establish the presenc of mvra is requir even if an mvo is alreadi present at the abattoir or process plant,A,6.795365,6.1508107
212,Ley de Desarrollo Rural Sustentable DOF 12-01-2012,"The Inter-Ministerial Commission for Sustainable Rural Development (Comisión Intersecretarial para el Desarrollo Rural Sustentable, CIDRS) will promote the creation of Product Systems (Sistemas Producto), which are committees of the Mexican Council for Sustainable Rural Development Consejo Mexicano para el Desarrollo Rural Sustentable, CMDRS). Among these committees' objectives is to ""determine the strategic expansion and contraction plans for the output and quality of each product"".",B,the inter-ministeri commiss for sustain rural develop comisión intersecretari para el desarrollo rural sustent cidr will promot the creation of product system sistema producto which are committe of the mexican council for sustain rural develop consejo mexicano para el desarrollo rural sustent cmdr among these committe object is to `` determin the strateg expans and contract plan for the output and qualiti of each product ``,B,-1.3310268,6.785168
213,Ley de Desarrollo Rural Sustentable DOF 12-01-2012,"The Inter-Ministerial Commission for Sustainable Rural Development (Comisión Intersecretarial para el Desarrollo Rural Sustentable, CIDRS) will promote the creation of Product Systems (Sistemas Producto), which are committees of the Mexican Council for Sustainable Rural Development Consejo Mexicano para el Desarrollo Rural Sustentable, CMDRS). Among these committees' objectives is to ""determine the strategic expansion and contraction plans for the output and quality of each product"".",B,the inter-ministeri commiss for sustain rural develop comisión intersecretari para el desarrollo rural sustent cidr will promot the creation of product system sistema producto which are committe of the mexican council for sustain rural develop consejo mexicano para el desarrollo rural sustent cmdr among these committe object is to `` determin the strateg expans and contract plan for the output and qualiti of each product ``,B,-1.3310167,6.785175
214,Ley de Desarrollo Rural Sustentable DOF 12-01-2012,"The Inter-Ministerial Commission for Sustainable Rural Development (Comisión Intersecretarial para el Desarrollo Rural Sustentable, CIDRS) will promote the creation of Product Systems (Sistemas Producto), which are committees of the Mexican Council for Sustainable Rural Development Consejo Mexicano para el Desarrollo Rural Sustentable, CMDRS). Among these committees' objectives is to ""determine the strategic expansion and contraction plans for the output and quality of each product"".",C,the inter-ministeri commiss for sustain rural develop comisión intersecretari para el desarrollo rural sustent cidr will promot the creation of product system sistema producto which are committe of the mexican council for sustain rural develop consejo mexicano para el desarrollo rural sustent cmdr among these committe object is to `` determin the strateg expans and contract plan for the output and qualiti of each product ``,C,-1.3309662,6.785174
215,Ley de Desarrollo Rural Sustentable DOF 12-01-2012,"The CIDRS sets the number of animals allowed on an area unit (such as a hectare), a measure of animal concentration. Known as stocking density, these limits are set at a national level, depending on soil quality and the kind of animals being raised.",A,the cidr set the number of anim allow on an area unit such a a hectar a measur of anim concentr known a stock densiti these limit are set at a nation level depend on soil qualiti and the kind of anim be rais,A,7.521336,4.6740522
216,Ley Federal de Responsabilidad Ambiental DOF 07- 06-2013,"The Ministry of Environment and Natural Resources (Secretaria de Medio Ambiente y Recursos Naturales, SEMARNAT) will issue NOMs that determine thresholds for environmental harm on a case-by-case basis. However, even if these NOMs are not issued, SEMARNAT will still be able to issue sanctions to firms for environmental harm.",B,the ministri of environ and natur resourc secretaria de medio ambient y recurso natural semarnat will issu nom that determin threshold for environment harm on a case-by-cas basi howev even if these nom are not issu semarnat will still be abl to issu sanction to firm for environment harm,B,6.5859537,4.1292567
217,Ley de Desarrollo Rural Sustentable DOF 12-01-2012 Reglamento interior del Servicio de Información Agroalimentaria y Pesquera 29-08- 2013 Norma Técnica para la Generación de Estadística Básica Agropecuaria y,"The National Information System for Sustainable Rural Development (Sistema Nacional de Información para el Desarrollo Rural Sustentable, SNIDRUS) is an information system managed by the Agrifood and Fisheries Information Service Servicio de Información Agroalimentaria y Pesquera, SIAP), a body of SAGARPA. The objective of SNIDRUS is to disseminate information on agricultural and livestock markets (e.g. offer, demand, stocks, forecasts, prices, etc.) at regional, national and international levels. SNIDRUS was created by the Lev de Desarrollo Rural Sustentable and the Reglamento interior del Servicio de Información Agroalimentaria y Pesquera, and its operation is based upon the document Norma Técnica para la Generación de Estadística Básica Agropecuaria y Pesquera. In Chapter 3 of that document, it is established that several livestock statistics series e.g. volume of carcasses, live animals, slaughters) must be generated at the municipal level. The website of SNIDRUS contains links to its State Offices for the Information for Sustainable Rural Development (Oficina Estatal de Información para el Desarrollo Rural Sustentable, OEIDRUS). Consulting several OEIDRUS websites confirmed that several livestock statistics series are indeed published on a monthly basis at a municipal level.",C,the nation inform system for sustain rural develop sistema nacion de información para el desarrollo rural sustent snidru is an inform system manag by the agrifood and fisheri inform servic servicio de información agroalimentaria y pesquera siap a bodi of sagarpa the object of snidru is to dissemin inform on agricultur and livestock market e.g offer demand stock forecast price etc at region nation and intern level snidru wa creat by the lev de desarrollo rural sustent and the reglamento interior del servicio de información agroalimentaria y pesquera and it oper is base upon the document norma técnica para la generación de estadística básica agropecuaria y pesquera in chapter of that document it is establish that sever livestock statist seri e.g volum of carcass live anim slaughter must be gener at the municip level the websit of snidru contain link to it state offic for the inform for sustain rural develop oficina estat de información para el desarrollo rural sustent oeidru consult sever oeidru websit confirm that sever livestock statist seri are inde publish on a monthli basi at a municip level,C,8.130736,2.1666098
218,Ley Federal de Protección al Consumidor DOF 13-05-2016,"The Federal Attorney's Office of the Consumer (Procuraduría Federal del Consumidor, PROFECO) produces and publishes reports on the quality and features of products and services, in order to guide and protect consumers. In these reports, PROFECO makes specific mention of brands. However, companies cannot quote PROFECO's mentions of brands.",B,the feder attorney 's offic of the consum procuraduría feder del consumidor profeco produc and publish report on the qualiti and featur of product and servic in order to guid and protect consum in these report profeco make specif mention of brand howev compani can not quot profeco 's mention of brand,B,8.045032,4.229842
219,"NOM-009-Z00- 1994, Proceso sanitario de la carne","NOM-009-Z00-1994 deals with the sanitary processing of meat at TIF establishments, and contains relevant specifications for the inspections carried out by Official Veterinary Surgeons (Médicos Veterinarios Oficiales, MVOs) at these establishments. According to industry participants, the application of specifications by MVOs varies greatly between TIF establishments. This problem probably stems from the fact that NOM- 009-Z00-1994 does not describe in sufficient detail the tasks expected of MVOs.",B,nom-009-z00-1994 deal with the sanitari process of meat at tif establish and contain relev specif for the inspect carri out by offici veterinari surgeon médico veterinario oficial mvo at these establish accord to industri particip the applic of specif by mvo vari greatli between tif establish thi problem probabl stem from the fact that nom- 009-z00-1994 doe not describ in suffici detail the task expect of mvo,B,7.2743816,4.335615
220,Law 10406/2002 - Civil Code,"A foreign company, regardless of its purpose, cannot operate in Brazil without a prior authorisation from the Executive Branch.",A,a foreign compani regardless of it purpos can not oper in brazil without a prior authoris from the execut branch,A,10.621469,4.481531
221,Law 10406/2002 - Civil Code,"Any changes in the foreign company’s bylaws are subject to approval by the Executive Branch, to be effective in Brazil.",A,ani chang in the foreign compani ’ s bylaw are subject to approv by the execut branch to be effect in brazil,A,4.370746,5.1766067
222,Law 8.666/1993 - General Procurement Act,"In tenders, a margin of preference may be established for national products and services that meet Brazilian technical standards.",A,in tender a margin of prefer may be establish for nation product and servic that meet brazilian technic standard,A,7.019839,1.7250489
223,Law 8.666/1993 - General Procurement Act,"In tenders, a margin of preference may be established for national products and services resulting from technological development and innovation carried out in Brazil. This is in addition to the margin of preference mentioned in article 3, paragraph 5.",A,in tender a margin of prefer may be establish for nation product and servic result from technolog develop and innov carri out in brazil thi is in addit to the margin of prefer mention in articl paragraph,A,7.161805,1.6677157
224,Law 8.666/1993 - General Procurement Act,"Procurement aimed at the implementation, maintenance and improvement of information and communication technology systems and considered as strategic by the Federal Executive Branch may be restricted to goods and services with technology developed in Brazil. In addition, these items should be produced in accordance with the production process established in Law No. 10176/2001. ",A,procur aim at the implement mainten and improv of inform and commun technolog system and consid a strateg by the feder execut branch may be restrict to good and servic with technolog develop in brazil in addit these item should be produc in accord with the product process establish in law no 10176/2001,A,5.5643854,5.30848
225,Law 8.666/1993 - General Procurement Act,"In tenders, micro and small companies must have a differentiated and favoured treatment.",A,in tender micro and small compani must have a differenti and favour treatment,A,7.0923705,4.3415647
226,Law 8.666/1993 - General Procurement Act,"To obtain the legal qualification to participate in tenders, foreign companies operating in Brazil must obtain an authorisation from the Ministry of Economy.",A,to obtain the legal qualif to particip in tender foreign compani oper in brazil must obtain an authoris from the ministri of economi,A,8.488035,-0.73022175
227,Law 8.666/1993 - General Procurement Act,"To obtain the technical and professional qualification for the procurement of works and services, the bidder must prove its capacity through a statement issued by another firm or a public body, attesting that the firm has a permanent professional that holds a certificate of technical responsibility for the execution of work or service with similar characteristics. The certificate must only refer to the fractions of greatest relevance and significant value of the contract being bid.",A,to obtain the technic and profession qualif for the procur of work and servic the bidder must prove it capac through a statement issu by anoth firm or a public bodi attest that the firm ha a perman profession that hold a certif of technic respons for the execut of work or servic with similar characterist the certif must onli refer to the fraction of greatest relev and signific valu of the contract be bid,A,7.6892676,5.358895
228,Law 8.666/1993 - General Procurement Act,"To obtain the economic and financial qualification needed to bid, the company must present, among others, a balance sheet and financial statements for the last fiscal year demonstrating a good financial situation of the company and a bid bond limited to 1% (one percent) of the estimated value of the contract.",A,to obtain the econom and financi qualif need to bid the compani must present among other a balanc sheet and financi statement for the last fiscal year demonstr a good financi situat of the compani and a bid bond limit to one percent of the estim valu of the contract,A,12.637414,6.425584
229,Law 8.666/1993 - General Procurement Act,"To obtain the economic and financial qualification needed to bid, the company must present, among others, a balance sheet and financial statements for the last fiscal year demonstrating a good financial situation of the company and a bid bond limited to 1% (one percent) of the estimated value of the contract.",A,to obtain the econom and financi qualif need to bid the compani must present among other a balanc sheet and financi statement for the last fiscal year demonstr a good financi situat of the compani and a bid bond limit to one percent of the estim valu of the contract,A,12.636903,6.4252677
230,Law 8.666/1993 - General Procurement Act,"Minimum capital, minimum equity or performance guarantee (cash bond, insurance or bank guarantee) may be required for purchases for future delivery, and for the execution of works and services.",A,minimum capit minimum equiti or perform guarante cash bond insur or bank guarante may be requir for purchas for futur deliveri and for the execut of work and servic,A,8.903853,15.544387
231,Law 8.666/1993 - General Procurement Act,"Minimum capital, minimum equity or performance guarantee (cash bond, insurance or bank guarantee) may be required for purchases for future delivery, and for the execution of works and services.",A,minimum capit minimum equiti or perform guarante cash bond insur or bank guarante may be requir for purchas for futur deliveri and for the execut of work and servic,A,8.904436,15.545121
232,Law 8.666/1993 - General Procurement Act,"To allow companies to bid, purchasers may request the list of commitments assumed by the bidder that imply a decrease in the operating capacity or absorption of financial availability, calculated according to the updated shareholders' equity and its rotation capacity.",A,to allow compani to bid purchas may request the list of commit assum by the bidder that impli a decreas in the oper capac or absorpt of financi avail calcul accord to the updat sharehold equiti and it rotat capac,A,6.7880135,5.071998
233,Law 8.666/1993 - General Procurement Act,Foreign companies not operating in Brazil must submit the documents required for tenders authenticated by the respective consulate and translated by a certified translator. These firms must have a legal representative in Brazil.,A,foreign compani not oper in brazil must submit the document requir for tender authent by the respect consul and translat by a certifi translat these firm must have a legal repres in brazil,A,5.7763968,1.9764262
234,Law 8.666/1993 - General Procurement Act,"At the discretion of the procurement entity, a performance guarantee (cash bond, insurance or bank guarantee) may be required for the procurement of works, services and supplies. ",A,at the discret of the procur entiti a perform guarante cash bond insur or bank guarante may be requir for the procur of work servic and suppli,A,8.977178,15.663188
235,Law 8.666/1993 - General Procurement Act,The procurement entity can pre-qualify bidders in the case of tenders requiring a closer analysis of the technical qualification. ,A,the procur entiti can pre-qualifi bidder in the case of tender requir a closer analysi of the technic qualif,A,6.933063,4.133259
236,Law 8.666/1993 - General Procurement Act,The procurement entity can pre-qualify bidders in the case of tenders requiring a closer analysis of the technical qualification. ,A,the procur entiti can pre-qualifi bidder in the case of tender requir a closer analysi of the technic qualif,A,6.9590244,4.0999866
237,Law 8.666/1993 - General Procurement Act,The procurement entity can pre-qualify bidders in the case of tenders requiring a closer analysis of the technical qualification. ,A,the procur entiti can pre-qualifi bidder in the case of tender requir a closer analysi of the technic qualif,A,6.905668,4.129663
238,Law 12462/2011 - Differentiated Procurement Regime Act,Bidders must submit a bid bond up to 5% of the price offered when the contract award criterion is the highest price (for contracts resulting revenues for the procurement authority).,A,bidder must submit a bid bond up to of the price offer when the contract award criterion is the highest price for contract result revenu for the procur author,A,10.730608,5.2834463
239,Law 12462/2011 - Differentiated Procurement Regime Act,"
The procurement authority may exclude non-prequalified bidders from bids.",A,the procur author may exclud non-prequalifi bidder from bid,A,11.144898,4.8251843
240,Law 12462/2011 - Differentiated Procurement Regime Act,"
The procurement authority may exclude non-prequalified bidders from bids.",A,the procur author may exclud non-prequalifi bidder from bid,A,11.134063,4.8368406
241,Law 12462/2011 - Differentiated Procurement Regime Act,"The preferences provided in the legislation (for instance, goods and services produced in Brazil or produced or provided by Brazilian companies; micro and small companies) are applied to differentiated procurement processes.",A,the prefer provid in the legisl for instanc good and servic produc in brazil or produc or provid by brazilian compani micro and small compani are appli to differenti procur process,A,5.7247148,5.208779
242,Law 14133/2021 - New General Procurement Act,The economic and financial qualification of consortia must require a 10% to 30% increase on the amount required for individual bidders.,A,the econom and financi qualif of consortium must requir a to increas on the amount requir for individu bidder,A,7.641378,4.817785
243,Law 14133/2021 - New General Procurement Act,The economic and financial qualification of consortia must require a 10% to 30% increase on the amount required for individual bidders.,B,the econom and financi qualif of consortium must requir a to increas on the amount requir for individu bidder,B,7.6385517,4.775609
244,Law 14133/2021 - New General Procurement Act,The bidding notice may limit the number of members that may be in a consortium. ,A,the bid notic may limit the number of member that may be in a consortium,A,7.3111725,1.4978184
245,Law 14133/2021 - New General Procurement Act,"In the bidding process, a margin of preference may be established for (i) manufactured goods and national services that meet Brazilian technical standards; (ii) recycled, recyclable or biodegradable goods. ",A,in the bid process a margin of prefer may be establish for i manufactur good and nation servic that meet brazilian technic standard ii recycl recycl or biodegrad good,A,6.981536,1.7487905
246,Law 14133/2021 - New General Procurement Act,"In the bidding process, a margin of preference may be established for (i) manufactured goods and national services that meet Brazilian technical standards; (ii) recycled, recyclable or biodegradable goods. ",A,in the bid process a margin of prefer may be establish for i manufactur good and nation servic that meet brazilian technic standard ii recycl recycl or biodegrad good,A,6.9828,1.7708169
247,Law 14133/2021 - New General Procurement Act,"A margin of preference may be established for member states of Mercosur, only in case of reciprocity.",A,a margin of prefer may be establish for member state of mercosur onli in case of reciproc,A,7.2044153,1.5041927
248,Law 14133/2021 - New General Procurement Act,"A margin of preference may be established for member states of Mercosur, only in case of reciprocity.",A,a margin of prefer may be establish for member state of mercosur onli in case of reciproc,A,7.2295227,1.474565
249,Law 14133/2021 - New General Procurement Act,"In contracts related to information and communication technology systems considered strategic to the country, the bidding may be restricted to goods and services with technology developed in the country produced in accordance with the basic production process dealt with in Law No. 10.176/2010.",A,in contract relat to inform and commun technolog system consid strateg to the countri the bid may be restrict to good and servic with technolog develop in the countri produc in accord with the basic product process dealt with in law no 10.176/2010,A,5.6603127,5.1323256
250,Law 14133/2021 - New General Procurement Act,"In the procurement of goods, the Public Administration may exceptionally indicate one or more brands or models, provided that it is formally justified (for technical reasons), in the following cases: a) due to the need to standardise the object; b) due to the need to maintain compatibility with platforms and standards already adopted by the Public Administration; c) when a certain brand or model marketed by more than one supplier is the only one capable of meeting the public procurer's needs; d) when the description of the object to be tendered can be better understood by the identification of a certain brand or certain model, only as a reference.",A,in the procur of good the public administr may except indic one or more brand or model provid that it is formal justifi for technic reason in the follow case a due to the need to standardis the object b due to the need to maintain compat with platform and standard alreadi adopt by the public administr c when a certain brand or model market by more than one supplier is the onli one capabl of meet the public procur 's need d when the descript of the object to be tender can be better understood by the identif of a certain brand or certain model onli a a refer,A,9.420917,2.7931018
251,Law 14133/2021 - New General Procurement Act,"In the procurement of goods, the Public Administration may exceptionally indicate one or more brands or models, provided that it is formally justified (for technical reasons), in the following cases: a) due to the need to standardise the object; b) due to the need to maintain compatibility with platforms and standards already adopted by the Public Administration; c) when a certain brand or model marketed by more than one supplier is the only one capable of meeting the public procurer's needs; d) when the description of the object to be tendered can be better understood by the identification of a certain brand or certain model, only as a reference.",B,in the procur of good the public administr may except indic one or more brand or model provid that it is formal justifi for technic reason in the follow case a due to the need to standardis the object b due to the need to maintain compat with platform and standard alreadi adopt by the public administr c when a certain brand or model market by more than one supplier is the onli one capabl of meet the public procur 's need d when the descript of the object to be tender can be better understood by the identif of a certain brand or certain model onli a a refer,B,9.414519,2.803717
252,Law 14133/2021 - New General Procurement Act,"In the procurement of goods, the Public Administration may exceptionally request a proof of concept when assessing offers, in cases of permanent pre-qualification.",A,in the procur of good the public administr may except request a proof of concept when ass offer in case of perman pre-qualif,A,6.6793957,4.217837
253,Law 14133/2021 - New General Procurement Act,"In the procurement of goods, the Administration may exceptionally request a statement issued by the manufacturer, ensuring the solidary execution of the contract, when the bidder is a reseller or a distributor. ",A,in the procur of good the administr may except request a statement issu by the manufactur ensur the solidari execut of the contract when the bidder is a resel or a distributor,A,6.7107005,5.4755807
254,Law 14133/2021 - New General Procurement Act,"In international tenders, a margin of preference may be established for goods produced in the country and national services that meet Brazilian technical standards, pursuant to art. 26 of this Law.",A,in intern tender a margin of prefer may be establish for good produc in the countri and nation servic that meet brazilian technic standard pursuant to art of thi law,A,7.0003285,1.7286477
